booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B004337,P00308,F0295,A029,Business,766.51,USD,2025-09-04,mobile_app
B004338,P01669,F0183,A047,Economy,85.23,GBP,2025-09-04,mobile_app
B004339,P01359,F0273,A075,Economy,95.66,USD,2025-09-04,website
B004340,P01171,F0153,A013,Business,843.08,GBP,2025-09-04,mobile_app
B004341,P00748,F0102,A067,Business,1108.33,USD,2025-09-04,travel_agency
B004342,P00163,F0295,A029,Premium Economy,279.66,EUR,2025-09-04,website
B004343,P00254,F0031,A065,Business,1043.42,USD,2025-09-04,travel_agency
B004344,P00622,F0348,A056,Economy,104.99,USD,2025-09-04,website
B004345,P00031,F0378,A012,Premium Economy,429.96,USD,2025-09-04,mobile_app
B004346,P00236,F0157,A065,Economy,183.48,USD,2025-09-04,mobile_app
B004347,P01310,F0287,A049,Economy,104.17,EUR,2025-09-04,website
B004348,P00055,F0132,A070,Business,923.69,GBP,2025-09-04,mobile_app
B004349,P00722,F0201,A039,Economy,147.77,USD,2025-09-04,call_center
B004350,P01011,F0205,A065,Business,984.81,GBP,2025-09-04,mobile_app
B004351,P00313,F0399,A042,Economy,128.28,USD,2025-09-04,website
B004352,P00979,F0255,A061,Economy,106.21,USD,2025-09-04,website
B004353,P00241,F0158,A072,Business,634.83,USD,2025-09-04,website
B004354,P01633,F0160,A035,Premium Economy,425.92,EUR,2025-09-04,mobile_app
B004355,P00128,F0021,A024,Economy,161.55,GBP,2025-09-04,travel_agency
B004356,P01091,F0337,A020,First,2750.97,USD,2025-09-04,mobile_app
B004357,P01443,F0260,A051,Business,1289.36,EUR,2025-09-04,website
B004358,P00699,F0111,A025,Premium Economy,418.73,USD,2025-09-04,mobile_app
B004359,P01170,F0085,A016,Economy,99.85,GBP,2025-09-04,call_center
B004360,P00540,F0254,A054,Economy,150.63,USD,2025-09-04,website
B004361,P01558,F0069,A070,Premium Economy,479.6,EUR,2025-09-04,mobile_app
B004362,P01619,F0220,A015,Economy,79.91,EUR,2025-09-04,website
B004363,P00414,F0063,A062,Premium Economy,261.1,EUR,2025-09-04,travel_agency
B004364,P00580,F0029,A041,Economy,193.01,EUR,2025-09-04,website
B004365,P01244,F0161,A052,Economy,193.39,GBP,2025-09-04,website
B004366,P00252,F0246,A051,Premium Economy,306.58,USD,2025-09-04,call_center
B004367,P01596,F0119,A043,Economy,194.23,USD,2025-09-04,mobile_app
B004368,P00111,F0230,A029,Economy,142.62,USD,2025-09-04,website
B004369,P01615,F0004,A075,Economy,165.72,EUR,2025-09-04,mobile_app
B004370,P00412,F0402,A026,Economy,82.01,EUR,2025-09-04,travel_agency
B004371,P00658,F0381,A013,Economy,168.51,EUR,2025-09-04,mobile_app
