booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B033768,P01232,F0257,A034,First,2757.23,EUR,2025-09-29,mobile_app
B033769,P00353,F0186,A051,Economy,185.35,USD,2025-09-29,website
B033770,P02028,F0291,A038,Economy,147.91,USD,2025-09-29,travel_agency
B033771,P01231,F0090,A063,Economy,116.5,EUR,2025-09-29,website
B033772,P00408,F0188,A047,Economy,152.89,USD,2025-09-29,mobile_app
B033773,P01055,F0071,A028,Economy,187.85,EUR,2025-09-29,mobile_app
B033774,P01177,F0006,A050,Premium Economy,339.64,EUR,2025-09-29,travel_agency
B033775,P01154,F0090,A063,Economy,176.55,EUR,2025-09-29,website
B033776,P00046,F0222,A018,Premium Economy,373.55,USD,2025-09-29,travel_agency
B033777,P01741,F0303,A029,Economy,133.39,USD,2025-09-29,call_center
B033778,P01368,F0040,A021,Economy,105.86,GBP,2025-09-29,mobile_app
B033779,P01229,F0294,A054,Economy,79.75,USD,2025-09-29,mobile_app
B033780,P01150,F0267,A038,Premium Economy,430.43,USD,2025-09-29,website
B033781,P01923,F0198,A004,Economy,84.58,EUR,2025-09-29,website
B033782,P01531,F0075,A065,Premium Economy,405.75,GBP,2025-09-29,website
B033783,P00077,F0006,A050,Premium Economy,204.43,USD,2025-09-29,website
B033784,P00156,F0002,A073,Economy,141.56,EUR,2025-09-29,website
B033785,P00596,F0211,A048,Business,1254.62,USD,2025-09-29,mobile_app
B033786,P01283,F0279,A022,Economy,115.99,EUR,2025-09-29,website
B033787,P00260,F0061,A020,Economy,180.03,USD,2025-09-29,website
B033788,P01299,F0155,A017,Economy,146.85,USD,2025-09-29,website
B033789,P01352,F0088,A038,First,2463.33,EUR,2025-09-29,website
B033790,P00753,F0003,A018,Business,1336.52,USD,2025-09-29,mobile_app
B033791,P01141,F0357,A060,Economy,135.6,USD,2025-09-29,mobile_app
B033792,P00348,F0108,A078,Business,1064.2,EUR,2025-09-29,website
B033793,P01149,F0225,A047,Premium Economy,241.77,GBP,2025-09-29,mobile_app
B033794,P00207,F0111,A025,Economy,79.18,EUR,2025-09-29,website
B033795,P02143,F0271,A042,Economy,177.74,USD,2025-09-29,travel_agency
B033796,P01169,F0349,A001,Economy,196.5,USD,2025-09-29,mobile_app
B033797,P01352,F0006,A050,Economy,194.18,GBP,2025-09-29,travel_agency
B033798,P00972,F0318,A010,Economy,106.12,EUR,2025-09-29,call_center
B033799,P00353,F0356,A077,Premium Economy,434.97,GBP,2025-09-29,travel_agency
B033800,P02104,F0367,A028,Economy,168.95,GBP,2025-09-29,mobile_app
B033801,P01717,F0026,A068,Economy,128.17,USD,2025-09-29,mobile_app
B033802,P00309,F0051,A075,Economy,190.48,EUR,2025-09-29,mobile_app
B033803,P00447,F0182,A023,Premium Economy,454.97,EUR,2025-09-29,travel_agency
B033804,P01962,F0192,A037,Business,1196.97,USD,2025-09-29,website
B033805,P00806,F0269,A015,Economy,83.23,EUR,2025-09-29,mobile_app
B033806,P00748,F0322,A075,Economy,170.29,EUR,2025-09-29,website
B033807,P01496,F0266,A069,Premium Economy,326.97,USD,2025-09-29,mobile_app
B033808,P02136,F0087,A023,Economy,91.82,EUR,2025-09-29,website
B033809,P00790,F0319,A050,Economy,141.8,GBP,2025-09-29,website
B033810,P02108,F0063,A062,Business,922.25,EUR,2025-09-29,mobile_app
B033811,P01251,F0066,A051,Economy,97.27,GBP,2025-09-29,call_center
B033812,P00962,F0304,A020,Economy,148.02,USD,2025-09-29,mobile_app
B033813,P01632,F0274,A016,Economy,81.34,EUR,2025-09-29,mobile_app
B033814,P00713,F0350,A069,Economy,160.48,EUR,2025-09-29,mobile_app
B033815,P01636,F0334,A032,Economy,72.9,EUR,2025-09-29,travel_agency
B033816,P00993,F0182,A023,Premium Economy,253.26,EUR,2025-09-29,travel_agency
B033817,P02172,F0074,A077,Economy,169.71,USD,2025-09-29,mobile_app
B033818,P01131,F0183,A047,Economy,147.0,EUR,2025-09-29,website
B033819,P01740,F0231,A017,Economy,168.68,EUR,2025-09-29,travel_agency
B033820,P01360,F0245,A050,Economy,90.68,USD,2025-09-29,travel_agency
B033821,P01789,F0345,A058,Economy,176.87,USD,2025-09-29,mobile_app
B033822,P00644,F0117,A057,Economy,157.33,EUR,2025-09-29,mobile_app
B033823,P00417,F0110,A035,Economy,196.7,EUR,2025-09-29,website
B033824,P01044,F0307,A005,Economy,171.78,GBP,2025-09-29,website
B033825,P02162,F0100,A006,Economy,128.56,EUR,2025-09-29,travel_agency
B033826,P01529,F0090,A063,Business,993.95,EUR,2025-09-29,website
B033827,P01083,F0185,A078,Economy,153.43,EUR,2025-09-29,mobile_app
B033828,P00419,F0259,A072,Economy,152.88,EUR,2025-09-29,website
B033829,P00534,F0088,A038,Business,1208.41,USD,2025-09-29,mobile_app
B033830,P01595,F0147,A047,Premium Economy,409.21,GBP,2025-09-29,website
B033831,P01176,F0056,A023,Economy,159.13,EUR,2025-09-29,travel_agency
B033832,P00806,F0065,A044,Business,534.64,EUR,2025-09-29,website
B033833,P02074,F0186,A051,Business,1389.5,USD,2025-09-29,website
B033834,P01414,F0338,A069,Economy,186.38,EUR,2025-09-29,mobile_app
B033835,P00085,F0331,A051,Business,1062.08,EUR,2025-09-29,website
B033836,P00526,F0015,A003,Economy,195.28,USD,2025-09-29,website
B033837,P00441,F0318,A010,Economy,137.49,EUR,2025-09-29,website
B033838,P00389,F0209,A006,Economy,177.98,EUR,2025-09-29,call_center
B033839,P00063,F0033,A014,Economy,114.44,GBP,2025-09-29,website
B033840,P01214,F0318,A010,Economy,190.28,USD,2025-09-29,website
B033841,P00994,F0165,A045,Economy,154.79,USD,2025-09-29,website
B033842,P01361,F0054,A079,Economy,146.58,GBP,2025-09-29,mobile_app
B033843,P00434,F0238,A060,Economy,81.34,EUR,2025-09-29,website
B033844,P01219,F0211,A048,Economy,96.8,EUR,2025-09-29,website
B033845,P02036,F0203,A019,Premium Economy,250.66,EUR,2025-09-29,travel_agency
B033846,P01215,F0193,A074,Economy,87.91,EUR,2025-09-29,website
B033847,P00622,F0162,A054,Economy,89.91,GBP,2025-09-29,website
B033848,P01280,F0046,A015,Economy,189.53,EUR,2025-09-29,mobile_app
