booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B003153,P00352,F0167,A028,Economy,153.44,USD,2025-09-03,call_center
B003154,P01053,F0052,A022,Premium Economy,446.9,USD,2025-09-03,website
B003155,P00504,F0033,A014,Economy,95.29,EUR,2025-09-03,website
B003156,P01092,F0008,A059,Economy,84.58,USD,2025-09-03,website
B003157,P01110,F0090,A063,Economy,181.95,EUR,2025-09-03,mobile_app
B003158,P01397,F0366,A066,Economy,107.22,USD,2025-09-03,travel_agency
B003159,P00631,F0004,A075,Premium Economy,311.28,EUR,2025-09-03,travel_agency
B003160,P01484,F0050,A073,Economy,136.86,USD,2025-09-03,call_center
B003161,P00017,F0227,A053,First,2320.87,USD,2025-09-03,website
B003162,P01249,F0271,A042,Economy,139.93,USD,2025-09-03,travel_agency
B003163,P00638,F0256,A049,Economy,176.68,EUR,2025-09-03,travel_agency
B003164,P01255,F0051,A075,Premium Economy,193.19,GBP,2025-09-03,website
B003165,P01661,F0041,A032,Premium Economy,416.21,EUR,2025-09-03,website
B003166,P00548,F0209,A006,Economy,94.84,USD,2025-09-03,call_center
B003167,P00358,F0019,A053,Economy,102.47,EUR,2025-09-03,website
B003168,P00868,F0317,A005,Premium Economy,360.78,USD,2025-09-03,mobile_app
B003169,P00786,F0126,A076,Economy,83.75,EUR,2025-09-03,travel_agency
B003170,P01580,F0343,A014,Premium Economy,408.38,USD,2025-09-03,website
B003171,P01582,F0341,A066,Premium Economy,420.55,EUR,2025-09-03,mobile_app
B003172,P00776,F0080,A034,Economy,125.5,EUR,2025-09-03,mobile_app
B003173,P00413,F0146,A034,Economy,173.55,USD,2025-09-03,mobile_app
B003174,P00528,F0124,A031,Business,709.91,EUR,2025-09-03,call_center
B003175,P00894,F0405,A049,Economy,185.72,EUR,2025-09-03,website
B003176,P00742,F0236,A062,Premium Economy,426.08,EUR,2025-09-03,website
B003177,P01248,F0305,A044,Economy,191.03,USD,2025-09-03,website
B003178,P00697,F0247,A052,Economy,175.47,EUR,2025-09-03,travel_agency
