booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B005847,P01200,F0256,A049,First,1976.56,EUR,2025-09-06,website
B005848,P00681,F0260,A051,Business,862.18,EUR,2025-09-06,website
B005849,P00635,F0142,A028,Economy,122.49,EUR,2025-09-06,website
B005850,P01314,F0306,A046,Business,1199.01,USD,2025-09-06,travel_agency
B005851,P00529,F0254,A054,Economy,182.86,USD,2025-09-06,website
B005852,P00238,F0258,A039,Economy,109.81,USD,2025-09-06,travel_agency
B005853,P01096,F0198,A004,Economy,74.65,EUR,2025-09-06,mobile_app
B005854,P00960,F0172,A014,Economy,77.3,EUR,2025-09-06,mobile_app
B005855,P00668,F0283,A008,Economy,183.84,EUR,2025-09-06,mobile_app
B005856,P01826,F0048,A016,Business,1415.03,USD,2025-09-06,mobile_app
B005857,P01491,F0136,A004,Premium Economy,300.56,USD,2025-09-06,website
B005858,P00710,F0278,A073,Economy,178.85,EUR,2025-09-06,travel_agency
B005859,P01005,F0119,A043,Economy,154.9,GBP,2025-09-06,travel_agency
B005860,P01755,F0213,A078,Economy,149.8,GBP,2025-09-06,website
B005861,P00842,F0075,A065,Economy,163.43,USD,2025-09-06,website
B005862,P00012,F0078,A032,Business,925.21,EUR,2025-09-06,mobile_app
B005863,P00091,F0227,A053,Premium Economy,308.19,EUR,2025-09-06,website
B005864,P00924,F0221,A034,Economy,91.42,GBP,2025-09-06,mobile_app
B005865,P00802,F0337,A020,Premium Economy,302.62,EUR,2025-09-06,website
B005866,P01875,F0131,A017,Economy,170.71,EUR,2025-09-06,website
B005867,P00165,F0256,A049,Economy,158.66,GBP,2025-09-06,website
B005868,P01056,F0058,A071,Premium Economy,447.22,EUR,2025-09-06,website
B005869,P00367,F0245,A050,Economy,135.87,GBP,2025-09-06,website
B005870,P01237,F0226,A012,Economy,125.91,EUR,2025-09-06,travel_agency
B005871,P00269,F0224,A047,Economy,158.7,USD,2025-09-06,website
B005872,P00477,F0093,A040,Economy,109.72,GBP,2025-09-06,website
B005873,P01169,F0006,A050,Business,1243.95,EUR,2025-09-06,website
B005874,P01231,F0093,A040,Premium Economy,325.47,EUR,2025-09-06,website
B005875,P00575,F0240,A021,Business,1234.48,EUR,2025-09-06,mobile_app
B005876,P01363,F0299,A027,Economy,169.07,EUR,2025-09-06,mobile_app
B005877,P01366,F0140,A048,Premium Economy,319.32,GBP,2025-09-06,website
B005878,P01061,F0276,A059,First,1177.34,EUR,2025-09-06,travel_agency
B005879,P01591,F0178,A008,Premium Economy,215.75,USD,2025-09-06,website
B005880,P01062,F0008,A059,Business,554.85,EUR,2025-09-06,travel_agency
B005881,P01698,F0021,A024,Premium Economy,300.26,USD,2025-09-06,mobile_app
B005882,P00494,F0338,A069,Economy,129.67,EUR,2025-09-06,website
B005883,P01770,F0175,A019,Economy,183.24,EUR,2025-09-06,website
B005884,P01500,F0227,A053,Business,589.97,USD,2025-09-06,website
B005885,P01607,F0297,A058,Economy,194.0,USD,2025-09-06,website
B005886,P00112,F0101,A074,Economy,88.73,EUR,2025-09-06,call_center
B005887,P00386,F0195,A014,Economy,188.69,USD,2025-09-06,mobile_app
B005888,P00566,F0094,A028,Economy,117.31,USD,2025-09-06,call_center
B005889,P00550,F0011,A008,Economy,74.31,EUR,2025-09-06,travel_agency
B005890,P01642,F0240,A021,Premium Economy,471.25,USD,2025-09-06,mobile_app
B005891,P01054,F0051,A075,Premium Economy,457.75,USD,2025-09-06,website
B005892,P00105,F0062,A008,Premium Economy,373.03,EUR,2025-09-06,website
B005893,P00494,F0152,A028,Economy,179.31,USD,2025-09-06,travel_agency
B005894,P01507,F0121,A013,Business,525.29,EUR,2025-09-06,website
B005895,P01420,F0163,A011,Business,896.82,USD,2025-09-06,mobile_app
B005896,P00079,F0325,A058,Economy,120.36,USD,2025-09-06,travel_agency
B005897,P01234,F0128,A038,Economy,172.4,EUR,2025-09-06,mobile_app
B005898,P01258,F0316,A073,First,2747.47,EUR,2025-09-06,mobile_app
B005899,P00919,F0127,A062,Economy,73.86,EUR,2025-09-06,mobile_app
B005900,P01860,F0013,A078,Economy,125.61,EUR,2025-09-06,call_center
B005901,P01530,F0003,A018,Premium Economy,190.71,GBP,2025-09-06,travel_agency
B005902,P01074,F0062,A008,Business,1364.13,EUR,2025-09-06,mobile_app
B005903,P01817,F0155,A017,Economy,140.31,USD,2025-09-06,mobile_app
B005904,P00050,F0095,A001,Economy,120.23,USD,2025-09-06,mobile_app
B005905,P00706,F0002,A073,Economy,111.66,EUR,2025-09-06,website
B005906,P00739,F0073,A026,First,1263.01,USD,2025-09-06,travel_agency
B005907,P00322,F0061,A020,Economy,103.86,EUR,2025-09-06,travel_agency
B005908,P01334,F0286,A001,Economy,167.86,USD,2025-09-06,website
B005909,P01730,F0188,A047,Economy,150.42,USD,2025-09-06,travel_agency
B005910,P01007,F0329,A036,Economy,75.09,USD,2025-09-06,travel_agency
B005911,P01417,F0054,A079,Economy,189.98,EUR,2025-09-06,website
B005912,P01463,F0023,A052,First,3035.73,EUR,2025-09-06,website
B005913,P00436,F0313,A032,Business,716.81,USD,2025-09-06,mobile_app
B005914,P01543,F0323,A020,Economy,120.22,USD,2025-09-06,travel_agency
B005915,P01003,F0138,A013,Economy,130.65,USD,2025-09-06,website
B005916,P00365,F0079,A049,Premium Economy,438.04,USD,2025-09-06,website
B005917,P00407,F0028,A011,Economy,123.84,EUR,2025-09-06,website
B005918,P01693,F0157,A065,Premium Economy,213.91,EUR,2025-09-06,mobile_app
B005919,P00281,F0155,A017,Economy,153.29,USD,2025-09-06,travel_agency
B005920,P00882,F0294,A054,Economy,121.06,EUR,2025-09-06,website
B005921,P00876,F0155,A017,Economy,116.09,USD,2025-09-06,website
B005922,P00646,F0159,A080,Business,1150.62,USD,2025-09-06,travel_agency
B005923,P01087,F0193,A074,Business,1212.17,EUR,2025-09-06,travel_agency
B005924,P00223,F0302,A013,Economy,187.43,EUR,2025-09-06,website
B005925,P00221,F0338,A069,Business,1006.04,USD,2025-09-06,mobile_app
B005926,P00492,F0213,A078,Premium Economy,476.53,USD,2025-09-06,website
B005927,P01617,F0005,A007,Economy,175.91,EUR,2025-09-06,website
B005928,P01512,F0268,A059,Economy,102.15,USD,2025-09-06,website
B005929,P01207,F0076,A059,Economy,163.51,USD,2025-09-06,mobile_app
B005930,P01551,F0135,A048,Economy,111.1,USD,2025-09-06,mobile_app
B005931,P00879,F0225,A047,Business,988.74,EUR,2025-09-06,travel_agency
B005932,P00088,F0337,A020,Economy,165.02,EUR,2025-09-06,mobile_app
B005933,P00874,F0262,A035,Economy,97.52,USD,2025-09-06,website
B005934,P00119,F0251,A040,Economy,178.24,USD,2025-09-06,call_center
B005935,P01766,F0077,A069,Economy,179.66,USD,2025-09-06,website
B005936,P01146,F0315,A056,Premium Economy,342.94,EUR,2025-09-06,mobile_app
B005937,P00742,F0327,A050,Premium Economy,206.58,USD,2025-09-06,website
B005938,P00995,F0055,A052,Economy,155.19,GBP,2025-09-06,mobile_app
B005939,P00827,F0214,A038,Business,938.96,GBP,2025-09-06,mobile_app
B005940,P00140,F0261,A057,Economy,182.8,USD,2025-09-06,mobile_app
B005941,P01545,F0006,A050,Economy,183.41,EUR,2025-09-06,travel_agency
B005942,P00130,F0352,A045,Business,1316.47,EUR,2025-09-06,mobile_app
B005943,P00335,F0162,A054,Premium Economy,289.8,USD,2025-09-06,website
B005944,P00048,F0168,A056,Economy,125.21,USD,2025-09-06,mobile_app
B005945,P01249,F0309,A079,Economy,107.97,USD,2025-09-06,mobile_app
B005946,P01807,F0236,A062,First,1136.44,EUR,2025-09-06,mobile_app
B005947,P01101,F0274,A016,Economy,163.33,USD,2025-09-06,travel_agency
B005948,P00530,F0180,A060,Business,754.24,USD,2025-09-06,mobile_app
B005949,P01637,F0297,A058,Economy,172.59,EUR,2025-09-06,call_center
B005950,P00853,F0129,A064,Economy,185.41,EUR,2025-09-06,website
B005951,P01256,F0237,A045,Business,643.3,EUR,2025-09-06,website
B005952,P00989,F0037,A015,Premium Economy,387.82,EUR,2025-09-06,website
B005953,P00656,F0215,A058,Economy,188.16,USD,2025-09-06,mobile_app
B005954,P00456,F0329,A036,Premium Economy,373.23,USD,2025-09-06,mobile_app
B005955,P00434,F0005,A007,Business,925.07,EUR,2025-09-06,call_center
B005956,P01680,F0174,A066,Premium Economy,250.29,EUR,2025-09-06,website
B005957,P00048,F0272,A032,Economy,108.2,GBP,2025-09-06,website
B005958,P01260,F0166,A040,Economy,84.4,USD,2025-09-06,website
B005959,P00343,F0041,A032,Economy,194.61,EUR,2025-09-06,mobile_app
B005960,P00282,F0176,A064,Economy,106.03,USD,2025-09-06,website
B005961,P01668,F0132,A070,Economy,86.01,GBP,2025-09-06,website
B005962,P00080,F0118,A020,Premium Economy,284.37,GBP,2025-09-06,mobile_app
B005963,P01038,F0225,A047,Economy,110.92,EUR,2025-09-06,travel_agency
B005964,P01870,F0269,A015,Economy,122.52,GBP,2025-09-06,travel_agency
B005965,P00603,F0173,A040,Economy,123.19,EUR,2025-09-06,website
B005966,P01003,F0318,A010,Premium Economy,379.96,USD,2025-09-06,website
B005967,P00704,F0066,A051,Economy,155.66,EUR,2025-09-06,website
B005968,P00824,F0291,A038,Premium Economy,315.96,USD,2025-09-06,mobile_app
B005969,P00332,F0030,A010,First,1385.13,USD,2025-09-06,mobile_app
B005970,P01321,F0141,A046,Economy,74.96,EUR,2025-09-06,travel_agency
B005971,P00336,F0055,A052,Economy,127.22,GBP,2025-09-06,website
B005972,P01033,F0211,A048,Premium Economy,243.34,EUR,2025-09-06,website
B005973,P01321,F0106,A007,Business,1203.07,USD,2025-09-06,website
B005974,P00518,F0186,A051,Economy,125.32,USD,2025-09-06,website
B005975,P00883,F0292,A019,Economy,195.85,EUR,2025-09-06,website
B005976,P01270,F0193,A074,Economy,141.88,USD,2025-09-06,website
B005977,P00163,F0254,A054,Premium Economy,393.46,USD,2025-09-06,mobile_app
B005978,P00475,F0213,A078,Economy,150.99,EUR,2025-09-06,website
B005979,P00305,F0028,A011,Premium Economy,429.15,EUR,2025-09-06,website
B005980,P00075,F0202,A064,Economy,145.77,EUR,2025-09-06,website
B005981,P01713,F0020,A044,Economy,82.53,EUR,2025-09-06,website
B005982,P01320,F0203,A019,Economy,146.7,EUR,2025-09-06,website
B005983,P00510,F0162,A054,Business,555.26,EUR,2025-09-06,travel_agency
B005984,P00267,F0140,A048,Business,1115.62,GBP,2025-09-06,mobile_app
B005985,P01605,F0337,A020,Premium Economy,429.26,GBP,2025-09-06,website
B005986,P01338,F0068,A044,Economy,141.29,USD,2025-09-06,travel_agency
B005987,P00405,F0355,A064,Business,571.41,USD,2025-09-06,website
B005988,P00813,F0057,A060,Economy,119.06,USD,2025-09-06,website
B005989,P01830,F0056,A023,Economy,79.45,USD,2025-09-06,mobile_app
B005990,P01624,F0035,A033,Business,970.17,EUR,2025-09-06,travel_agency
B005991,P00733,F0001,A042,Economy,76.22,EUR,2025-09-06,website
B005992,P00862,F0077,A069,First,2899.99,EUR,2025-09-06,website
B005993,P01520,F0298,A078,Economy,156.61,EUR,2025-09-06,travel_agency
B005994,P00730,F0348,A056,Premium Economy,194.75,EUR,2025-09-06,website
B005995,P01333,F0258,A039,Business,1293.29,EUR,2025-09-06,call_center
B005996,P00766,F0008,A059,Economy,160.34,GBP,2025-09-06,website
B005997,P00977,F0284,A054,Economy,115.26,USD,2025-09-06,travel_agency
B005998,P01111,F0255,A061,Business,1368.11,EUR,2025-09-06,website
B005999,P01763,F0037,A015,Premium Economy,275.53,GBP,2025-09-06,call_center
B006000,P00102,F0087,A023,Premium Economy,424.19,EUR,2025-09-06,travel_agency
B006001,P00042,F0143,A009,Premium Economy,456.37,EUR,2025-09-06,call_center
B006002,P00970,F0070,A026,Economy,129.71,EUR,2025-09-06,mobile_app
B006003,P01546,F0150,A036,Economy,162.41,EUR,2025-09-06,mobile_app
B006004,P01032,F0179,A048,Premium Economy,308.0,GBP,2025-09-06,mobile_app
B006005,P01756,F0333,A023,Premium Economy,393.87,EUR,2025-09-06,travel_agency
B006006,P00266,F0244,A052,Business,758.26,USD,2025-09-06,website
B006007,P00941,F0143,A009,Business,656.81,GBP,2025-09-06,mobile_app
B006008,P01542,F0264,A018,Economy,109.27,USD,2025-09-06,website
B006009,P01580,F0233,A006,Economy,155.05,EUR,2025-09-06,website
B006010,P00598,F0297,A058,Economy,108.74,EUR,2025-09-06,mobile_app
B006011,P00136,F0300,A032,Economy,119.79,EUR,2025-09-06,website
B006012,P00729,F0260,A051,Economy,135.75,GBP,2025-09-06,mobile_app
B006013,P01732,F0027,A031,First,2622.35,EUR,2025-09-06,mobile_app
B006014,P00745,F0001,A042,Economy,131.17,USD,2025-09-06,website
B006015,P00469,F0273,A075,Premium Economy,257.47,GBP,2025-09-06,travel_agency
B006016,P01289,F0182,A023,First,1408.88,USD,2025-09-06,website
B006017,P01425,F0138,A013,Economy,181.51,USD,2025-09-06,mobile_app
B006018,P01292,F0011,A008,Economy,99.27,GBP,2025-09-06,website
B006019,P00599,F0171,A052,Economy,102.07,GBP,2025-09-06,mobile_app
B006020,P01712,F0339,A011,Business,816.79,EUR,2025-09-06,mobile_app
B006021,P00335,F0065,A044,Economy,81.24,EUR,2025-09-06,website
B006022,P00312,F0204,A024,Economy,83.93,USD,2025-09-06,website
B006023,P00972,F0134,A072,Economy,194.81,USD,2025-09-06,website
B006024,P01861,F0240,A021,Economy,78.53,EUR,2025-09-06,travel_agency
B006025,P00760,F0230,A029,Economy,191.32,USD,2025-09-06,mobile_app
B006026,P00446,F0068,A044,Economy,95.37,EUR,2025-09-06,call_center
B006027,P01754,F0340,A073,Business,1419.22,EUR,2025-09-06,website
B006028,P01532,F0080,A034,Economy,134.5,USD,2025-09-06,website
B006029,P01008,F0254,A054,Economy,150.31,USD,2025-09-06,travel_agency
B006030,P01016,F0126,A076,Economy,134.84,USD,2025-09-06,website
B006031,P01163,F0337,A020,Economy,150.34,USD,2025-09-06,website
B006032,P01618,F0293,A023,Premium Economy,335.91,EUR,2025-09-06,website
B006033,P01073,F0351,A032,Premium Economy,383.48,GBP,2025-09-06,travel_agency
B006034,P01781,F0234,A004,First,2234.65,USD,2025-09-06,website
B006035,P00037,F0077,A069,Premium Economy,206.99,USD,2025-09-06,website
B006036,P01139,F0164,A055,Economy,111.52,EUR,2025-09-06,website
B006037,P00968,F0281,A073,Business,1391.54,EUR,2025-09-06,website
B006038,P00420,F0117,A057,Economy,80.91,USD,2025-09-06,mobile_app
B006039,P01319,F0119,A043,Economy,98.86,EUR,2025-09-06,mobile_app
B006040,P01219,F0199,A061,Business,1276.98,USD,2025-09-06,travel_agency
B006041,P00104,F0197,A007,Economy,89.95,USD,2025-09-06,travel_agency
B006042,P01039,F0024,A055,Economy,125.44,USD,2025-09-06,travel_agency
B006043,P01640,F0185,A078,Business,994.84,GBP,2025-09-06,travel_agency
B006044,P00011,F0240,A021,Economy,116.23,USD,2025-09-06,call_center
B006045,P01291,F0119,A043,Economy,78.73,USD,2025-09-06,website
B006046,P00006,F0050,A073,Economy,113.69,EUR,2025-09-06,mobile_app
B006047,P00427,F0199,A061,First,1454.38,USD,2025-09-06,mobile_app
B006048,P01741,F0354,A050,Economy,188.62,EUR,2025-09-06,mobile_app
B006049,P00367,F0200,A028,Premium Economy,297.73,USD,2025-09-06,mobile_app
B006050,P00158,F0165,A045,Economy,166.1,EUR,2025-09-06,mobile_app
B006051,P00275,F0108,A078,Economy,180.26,EUR,2025-09-06,website
B006052,P00199,F0312,A033,Economy,111.12,USD,2025-09-06,website
B006053,P01561,F0315,A056,Economy,172.71,USD,2025-09-06,mobile_app
B006054,P01346,F0341,A066,Economy,144.41,GBP,2025-09-06,travel_agency
B006055,P00539,F0199,A061,Economy,156.31,USD,2025-09-06,website
B006056,P01425,F0298,A078,Business,1274.1,USD,2025-09-06,website
B006057,P00727,F0344,A044,Economy,128.76,GBP,2025-09-06,mobile_app
B006058,P00012,F0214,A038,Economy,153.53,EUR,2025-09-06,mobile_app
B006059,P00182,F0280,A012,Economy,153.44,EUR,2025-09-06,website
B006060,P01045,F0101,A074,Economy,126.75,EUR,2025-09-06,website
B006061,P00561,F0184,A043,Economy,107.01,USD,2025-09-06,website
B006062,P01608,F0041,A032,Economy,122.71,EUR,2025-09-06,website
B006063,P01432,F0005,A007,First,1772.47,USD,2025-09-06,website
B006064,P00003,F0001,A042,Premium Economy,480.07,EUR,2025-09-06,website
B006065,P00623,F0235,A052,Economy,130.14,EUR,2025-09-06,mobile_app
B006066,P01865,F0205,A065,Economy,183.18,USD,2025-09-06,mobile_app
B006067,P00617,F0247,A052,Economy,82.53,EUR,2025-09-06,website
B006068,P00044,F0269,A015,Economy,171.83,USD,2025-09-06,website
B006069,P01562,F0127,A062,Economy,109.42,GBP,2025-09-06,travel_agency
B006070,P01396,F0098,A022,Economy,133.14,EUR,2025-09-06,website
B006071,P01664,F0052,A022,Business,824.32,USD,2025-09-06,travel_agency
B006072,P01576,F0115,A030,Business,531.55,EUR,2025-09-06,travel_agency
B006073,P01178,F0154,A061,Economy,72.01,EUR,2025-09-06,mobile_app
B006074,P00856,F0329,A036,Business,655.53,EUR,2025-09-06,call_center
B006075,P00721,F0336,A038,Economy,181.32,EUR,2025-09-06,travel_agency
B006076,P00250,F0027,A031,Economy,122.06,EUR,2025-09-06,website
B006077,P01137,F0238,A060,Economy,79.38,EUR,2025-09-06,mobile_app
B006078,P01351,F0297,A058,Economy,131.13,USD,2025-09-06,mobile_app
B006079,P00584,F0055,A052,Economy,123.96,EUR,2025-09-06,call_center
B006080,P01082,F0201,A039,Premium Economy,318.05,USD,2025-09-06,travel_agency
B006081,P01725,F0078,A032,Economy,189.2,EUR,2025-09-06,mobile_app
B006082,P00637,F0253,A032,Economy,161.73,EUR,2025-09-06,mobile_app
B006083,P00314,F0263,A068,Business,752.93,EUR,2025-09-06,website
B006084,P01475,F0209,A006,First,1887.75,USD,2025-09-06,call_center
B006085,P01887,F0231,A017,First,2104.35,GBP,2025-09-06,website
B006086,P01802,F0020,A044,Economy,80.17,EUR,2025-09-06,mobile_app
B006087,P00727,F0173,A040,Economy,74.01,USD,2025-09-06,website
B006088,P01714,F0113,A063,Economy,91.07,USD,2025-09-06,website
B006089,P01524,F0170,A041,Economy,164.22,GBP,2025-09-06,website
B006090,P01052,F0277,A028,Economy,95.0,EUR,2025-09-06,travel_agency
B006091,P01272,F0160,A035,Business,1275.17,USD,2025-09-06,travel_agency
B006092,P00164,F0332,A077,Economy,124.94,EUR,2025-09-06,mobile_app
B006093,P01316,F0347,A072,Economy,174.09,EUR,2025-09-06,website
B006094,P00483,F0295,A029,Economy,131.12,USD,2025-09-06,travel_agency
B006095,P01657,F0062,A008,Business,1076.24,EUR,2025-09-06,mobile_app
B006096,P00781,F0040,A021,Premium Economy,424.6,USD,2025-09-06,website
B006097,P00623,F0228,A067,Economy,126.46,EUR,2025-09-06,mobile_app
B006098,P01354,F0032,A057,Premium Economy,424.07,EUR,2025-09-06,website
B006099,P01844,F0117,A057,Economy,91.62,USD,2025-09-06,travel_agency
B006100,P01231,F0324,A040,First,3035.7,EUR,2025-09-06,travel_agency
B006101,P00044,F0276,A059,Economy,150.58,USD,2025-09-06,website
B006102,P00866,F0351,A032,Economy,176.19,USD,2025-09-06,travel_agency
B006103,P00166,F0152,A028,Economy,126.04,USD,2025-09-06,travel_agency
B006104,P00933,F0202,A064,Economy,167.66,USD,2025-09-06,travel_agency
B006105,P00005,F0145,A004,Economy,123.56,GBP,2025-09-06,website
B006106,P01019,F0016,A008,Economy,165.75,EUR,2025-09-06,website
B006107,P01233,F0351,A032,Economy,153.59,EUR,2025-09-06,mobile_app
B006108,P00362,F0168,A056,Premium Economy,263.74,EUR,2025-09-06,website
B006109,P00133,F0104,A064,Economy,166.05,USD,2025-09-06,website
B006110,P01100,F0232,A020,Economy,148.72,EUR,2025-09-06,website
B006111,P01254,F0161,A052,Economy,189.17,EUR,2025-09-06,mobile_app
B006112,P01164,F0053,A031,Economy,193.62,EUR,2025-09-06,mobile_app
B006113,P00744,F0111,A025,Economy,81.49,USD,2025-09-06,website
B006114,P01616,F0071,A028,Business,887.2,EUR,2025-09-06,call_center
B006115,P01808,F0070,A026,First,2921.91,EUR,2025-09-06,travel_agency
B006116,P01139,F0030,A010,Economy,110.55,USD,2025-09-06,website
B006117,P01306,F0091,A073,Economy,165.69,USD,2025-09-06,website
B006118,P01571,F0145,A004,Economy,94.91,EUR,2025-09-06,mobile_app
B006119,P01284,F0062,A008,Economy,180.07,EUR,2025-09-06,mobile_app
B006120,P00760,F0053,A031,Premium Economy,443.99,EUR,2025-09-06,mobile_app
B006121,P01608,F0188,A047,First,3033.52,EUR,2025-09-06,call_center
B006122,P00989,F0243,A014,Economy,167.52,USD,2025-09-06,website
B006123,P00342,F0239,A050,Economy,174.79,EUR,2025-09-06,call_center
B006124,P00481,F0115,A030,Economy,103.64,EUR,2025-09-06,mobile_app
B006125,P01477,F0295,A029,Economy,132.8,USD,2025-09-06,website
B006126,P00014,F0226,A012,Economy,133.84,GBP,2025-09-06,website
B006127,P00531,F0007,A015,Economy,179.94,EUR,2025-09-06,website
B006128,P01787,F0270,A044,Economy,110.41,USD,2025-09-06,mobile_app
B006129,P01715,F0152,A028,Economy,157.52,EUR,2025-09-06,website
B006130,P01025,F0190,A044,Premium Economy,311.73,EUR,2025-09-06,website
B006131,P00877,F0234,A004,Economy,182.46,EUR,2025-09-06,mobile_app
B006132,P01440,F0262,A035,Business,718.0,EUR,2025-09-06,website
B006133,P01650,F0183,A047,Economy,157.23,EUR,2025-09-06,travel_agency
B006134,P00838,F0344,A044,Economy,197.2,EUR,2025-09-06,website
B006135,P01699,F0045,A014,Economy,89.1,GBP,2025-09-06,mobile_app
B006136,P01528,F0113,A063,Business,606.86,GBP,2025-09-06,website
B006137,P00692,F0230,A029,Economy,167.4,GBP,2025-09-06,mobile_app
B006138,P01465,F0349,A001,Economy,133.43,EUR,2025-09-06,website
B006139,P00924,F0306,A046,Economy,73.0,EUR,2025-09-06,travel_agency
B006140,P00378,F0173,A040,Economy,139.99,USD,2025-09-06,mobile_app
B006141,P01399,F0040,A021,Premium Economy,222.21,USD,2025-09-06,website
B006142,P00800,F0341,A066,Business,1248.96,EUR,2025-09-06,mobile_app
B006143,P01513,F0189,A020,Business,1107.09,USD,2025-09-06,website
B006144,P00325,F0150,A036,Economy,150.91,GBP,2025-09-06,website
B006145,P01066,F0089,A057,Economy,193.55,USD,2025-09-06,travel_agency
B006146,P01342,F0211,A048,Business,764.63,GBP,2025-09-06,mobile_app
B006147,P00250,F0355,A064,Premium Economy,240.59,EUR,2025-09-06,website
B006148,P00771,F0351,A032,Business,560.37,USD,2025-09-06,mobile_app
B006149,P01183,F0337,A020,Economy,105.14,EUR,2025-09-06,call_center
B006150,P00409,F0340,A073,Business,992.02,EUR,2025-09-06,website
B006151,P01149,F0198,A004,Economy,137.05,USD,2025-09-06,website
B006152,P00765,F0097,A015,Economy,160.34,USD,2025-09-06,website
B006153,P01290,F0031,A065,Economy,96.02,EUR,2025-09-06,website
B006154,P01289,F0173,A040,Premium Economy,408.73,GBP,2025-09-06,website
B006155,P00786,F0019,A053,Premium Economy,364.96,EUR,2025-09-06,website
B006156,P01075,F0089,A057,Economy,149.42,USD,2025-09-06,travel_agency
B006157,P01080,F0350,A069,First,2863.58,USD,2025-09-06,mobile_app
B006158,P01032,F0199,A061,Premium Economy,197.13,GBP,2025-09-06,website
B006159,P01482,F0052,A022,Economy,93.98,GBP,2025-09-06,mobile_app
B006160,P00848,F0014,A048,Economy,136.43,USD,2025-09-06,website
B006161,P00587,F0288,A015,Premium Economy,256.41,USD,2025-09-06,website
B006162,P00232,F0252,A007,Economy,177.89,EUR,2025-09-06,travel_agency
B006163,P01706,F0256,A049,First,1936.69,GBP,2025-09-06,travel_agency
B006164,P00149,F0117,A057,Premium Economy,396.25,EUR,2025-09-06,travel_agency
B006165,P00478,F0030,A010,Premium Economy,333.84,EUR,2025-09-06,website
B006166,P01124,F0306,A046,First,3018.39,EUR,2025-09-06,travel_agency
B006167,P00536,F0265,A026,Premium Economy,230.39,USD,2025-09-06,mobile_app
B006168,P01033,F0018,A061,Economy,178.88,EUR,2025-09-06,mobile_app
B006169,P01375,F0310,A003,Economy,184.23,EUR,2025-09-06,website
B006170,P01373,F0200,A028,Economy,127.54,EUR,2025-09-06,website
B006171,P00219,F0069,A070,Premium Economy,216.94,EUR,2025-09-06,website
B006172,P01397,F0009,A065,Economy,102.81,EUR,2025-09-06,travel_agency
B006173,P00189,F0272,A032,Economy,181.98,USD,2025-09-06,mobile_app
B006174,P00448,F0088,A038,Economy,75.06,EUR,2025-09-06,website
B006175,P00343,F0068,A044,Business,1317.9,EUR,2025-09-06,travel_agency
B006176,P00705,F0054,A079,Economy,100.38,GBP,2025-09-06,website
B006177,P01306,F0037,A015,Economy,177.7,USD,2025-09-06,website
B006178,P00348,F0206,A003,Business,662.05,USD,2025-09-06,website
B006179,P00066,F0113,A063,Premium Economy,230.4,GBP,2025-09-06,mobile_app
B006180,P00187,F0289,A077,Business,1277.59,EUR,2025-09-06,website
B006181,P00794,F0144,A077,Economy,82.38,USD,2025-09-06,travel_agency
B006182,P00971,F0020,A044,Business,649.97,EUR,2025-09-06,website
B006183,P01382,F0147,A047,Economy,161.84,GBP,2025-09-06,website
B006184,P01775,F0107,A035,Premium Economy,448.58,EUR,2025-09-06,call_center
B006185,P00824,F0188,A047,Economy,161.49,EUR,2025-09-06,website
B006186,P01684,F0036,A017,Economy,177.03,EUR,2025-09-06,call_center
B006187,P01757,F0251,A040,Economy,184.69,USD,2025-09-06,travel_agency
B006188,P00454,F0176,A064,Economy,154.85,EUR,2025-09-06,website
B006189,P01729,F0106,A007,Economy,189.71,USD,2025-09-06,travel_agency
B006190,P00001,F0078,A032,Economy,132.2,EUR,2025-09-06,travel_agency
B006191,P01350,F0176,A064,Economy,124.87,EUR,2025-09-06,website
B006192,P00787,F0027,A031,Economy,100.39,GBP,2025-09-06,call_center
B006193,P00411,F0188,A047,Economy,99.88,EUR,2025-09-06,website
B006194,P00024,F0261,A057,Economy,75.49,USD,2025-09-06,website
B006195,P00956,F0074,A077,Premium Economy,287.06,EUR,2025-09-06,website
B006196,P00249,F0268,A059,Economy,105.77,EUR,2025-09-06,call_center
B006197,P00524,F0010,A001,Economy,168.84,GBP,2025-09-06,website
B006198,P01340,F0187,A017,Economy,163.51,GBP,2025-09-06,website
B006199,P00121,F0150,A036,Economy,84.31,EUR,2025-09-06,mobile_app
B006200,P00438,F0310,A003,Economy,93.32,EUR,2025-09-06,call_center
B006201,P01078,F0055,A052,Economy,189.35,EUR,2025-09-06,mobile_app
B006202,P00953,F0308,A020,Economy,168.47,EUR,2025-09-06,call_center
B006203,P01479,F0063,A062,Business,1046.32,EUR,2025-09-06,travel_agency
B006204,P00726,F0239,A050,Economy,173.1,EUR,2025-09-06,website
B006205,P01312,F0203,A019,Economy,90.32,USD,2025-09-06,mobile_app
B006206,P01459,F0148,A067,First,2304.03,EUR,2025-09-06,website
