booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B013977,P00913,F0080,A034,Economy,83.33,EUR,2025-09-11,website
B013978,P00462,F0151,A038,Premium Economy,394.93,EUR,2025-09-11,website
B013979,P00299,F0040,A021,Economy,166.16,USD,2025-09-11,travel_agency
B013980,P00166,F0084,A046,Economy,136.52,EUR,2025-09-11,website
B013981,P01024,F0353,A011,Economy,182.06,GBP,2025-09-11,mobile_app
B013982,P01792,F0391,A009,Economy,190.58,EUR,2025-09-11,website
B013983,P01921,F0078,A032,Economy,157.57,USD,2025-09-11,mobile_app
B013984,P01723,F0271,A042,Economy,167.5,GBP,2025-09-11,website
B013985,P00331,F0110,A035,Business,986.75,USD,2025-09-11,mobile_app
B013986,P00614,F0311,A023,Premium Economy,187.15,USD,2025-09-11,website
B013987,P01413,F0311,A023,Economy,74.92,USD,2025-09-11,call_center
B013988,P00425,F0114,A070,Economy,84.35,EUR,2025-09-11,website
B013989,P00232,F0051,A075,Economy,122.93,GBP,2025-09-11,website
B013990,P00751,F0048,A016,Business,888.04,EUR,2025-09-11,website
B013991,P00993,F0254,A054,Economy,184.0,GBP,2025-09-11,mobile_app
B013992,P01098,F0030,A010,Economy,194.52,EUR,2025-09-11,website
B013993,P00502,F0274,A016,Economy,183.43,GBP,2025-09-11,travel_agency
B013994,P00936,F0362,A014,Premium Economy,275.82,EUR,2025-09-11,website
B013995,P00013,F0064,A078,Economy,188.09,EUR,2025-09-11,travel_agency
B013996,P01650,F0212,A064,Economy,146.69,GBP,2025-09-11,website
B013997,P00824,F0197,A007,Premium Economy,380.88,USD,2025-09-11,website
B013998,P01358,F0079,A049,Economy,131.94,EUR,2025-09-11,website
B013999,P00012,F0334,A032,Business,820.31,EUR,2025-09-11,travel_agency
B014000,P00438,F0086,A076,Economy,181.19,EUR,2025-09-11,mobile_app
B014001,P00989,F0203,A019,Economy,87.93,USD,2025-09-11,call_center
B014002,P01028,F0283,A008,Premium Economy,412.15,USD,2025-09-11,website
B014003,P01586,F0253,A032,Economy,175.79,USD,2025-09-11,website
B014004,P00936,F0402,A026,First,2372.04,USD,2025-09-11,travel_agency
B014005,P01928,F0396,A008,Economy,153.49,EUR,2025-09-11,website
B014006,P00041,F0327,A050,First,2667.74,EUR,2025-09-11,website
B014007,P01315,F0051,A075,Economy,74.1,GBP,2025-09-11,mobile_app
B014008,P01118,F0219,A010,Premium Economy,375.58,EUR,2025-09-11,website
B014009,P00699,F0085,A016,Economy,99.4,EUR,2025-09-11,mobile_app
B014010,P00987,F0274,A016,Economy,105.97,EUR,2025-09-11,website
B014011,P00528,F0073,A026,Premium Economy,206.71,USD,2025-09-11,call_center
B014012,P01181,F0041,A032,Economy,156.18,USD,2025-09-11,website
B014013,P01898,F0141,A046,Premium Economy,225.0,USD,2025-09-11,travel_agency
B014014,P00036,F0028,A011,Premium Economy,406.93,USD,2025-09-11,travel_agency
B014015,P01680,F0330,A064,Economy,176.27,EUR,2025-09-11,mobile_app
B014016,P01030,F0010,A001,Economy,127.67,EUR,2025-09-11,website
B014017,P01518,F0426,A021,Economy,157.82,GBP,2025-09-11,website
B014018,P01020,F0281,A073,Economy,125.45,EUR,2025-09-11,website
B014019,P01527,F0290,A006,Economy,168.25,USD,2025-09-11,website
B014020,P01248,F0036,A017,Economy,181.27,USD,2025-09-11,mobile_app
B014021,P01673,F0069,A070,Economy,116.87,USD,2025-09-11,website
B014022,P01754,F0312,A033,Economy,154.1,EUR,2025-09-11,website
B014023,P01205,F0139,A076,Economy,97.39,USD,2025-09-11,website
B014024,P01282,F0161,A052,Economy,161.64,USD,2025-09-11,mobile_app
B014025,P00943,F0173,A040,Economy,127.7,EUR,2025-09-11,travel_agency
B014026,P01822,F0262,A035,Premium Economy,377.39,USD,2025-09-11,website
B014027,P00856,F0047,A069,Economy,180.52,GBP,2025-09-11,website
B014028,P01162,F0217,A057,Premium Economy,327.96,USD,2025-09-11,call_center
B014029,P00218,F0229,A065,Economy,138.69,EUR,2025-09-11,website
B014030,P00984,F0286,A001,Business,835.96,EUR,2025-09-11,website
B014031,P00028,F0254,A054,Economy,91.4,USD,2025-09-11,website
B014032,P00313,F0216,A052,Business,570.11,EUR,2025-09-11,website
B014033,P00372,F0372,A063,Business,987.37,EUR,2025-09-11,mobile_app
B014034,P01277,F0153,A013,Economy,147.71,EUR,2025-09-11,website
B014035,P01892,F0330,A064,Business,1015.19,EUR,2025-09-11,mobile_app
B014036,P01264,F0257,A034,Economy,94.3,GBP,2025-09-11,website
B014037,P00197,F0196,A066,Economy,171.0,EUR,2025-09-11,website
B014038,P00118,F0302,A013,Business,824.27,USD,2025-09-11,travel_agency
B014039,P00391,F0364,A018,Economy,186.69,USD,2025-09-11,mobile_app
B014040,P01452,F0433,A058,Business,554.12,EUR,2025-09-11,website
B014041,P01424,F0219,A010,Premium Economy,244.64,EUR,2025-09-11,mobile_app
B014042,P01267,F0414,A039,Business,975.44,EUR,2025-09-11,website
B014043,P00138,F0092,A080,Business,820.04,EUR,2025-09-11,website
B014044,P01462,F0288,A015,Economy,165.34,EUR,2025-09-11,website
B014045,P01432,F0081,A025,First,2972.14,USD,2025-09-11,call_center
B014046,P01721,F0207,A043,Economy,120.74,USD,2025-09-11,mobile_app
B014047,P01416,F0177,A041,Economy,193.47,EUR,2025-09-11,website
B014048,P00234,F0172,A014,Premium Economy,350.93,EUR,2025-09-11,mobile_app
B014049,P01648,F0088,A038,Economy,82.84,EUR,2025-09-11,mobile_app
B014050,P01591,F0349,A001,Economy,102.42,EUR,2025-09-11,call_center
B014051,P00874,F0338,A069,Economy,99.0,EUR,2025-09-11,mobile_app
B014052,P00286,F0343,A014,Economy,168.44,USD,2025-09-11,mobile_app
B014053,P00446,F0259,A072,Business,811.74,EUR,2025-09-11,mobile_app
B014054,P00449,F0039,A032,Economy,96.57,EUR,2025-09-11,mobile_app
B014055,P01492,F0358,A063,Premium Economy,344.28,USD,2025-09-11,mobile_app
B014056,P01759,F0298,A078,Economy,77.44,EUR,2025-09-11,travel_agency
B014057,P01540,F0116,A020,Economy,114.14,USD,2025-09-11,website
B014058,P00939,F0157,A065,Premium Economy,414.23,USD,2025-09-11,website
B014059,P00533,F0195,A014,Economy,195.25,GBP,2025-09-11,travel_agency
B014060,P00924,F0360,A059,Economy,135.64,USD,2025-09-11,travel_agency
B014061,P01427,F0391,A009,First,2902.56,EUR,2025-09-11,travel_agency
B014062,P00237,F0368,A035,Premium Economy,254.33,USD,2025-09-11,travel_agency
B014063,P01363,F0299,A027,Economy,179.13,EUR,2025-09-11,mobile_app
B014064,P00207,F0426,A021,Economy,72.39,EUR,2025-09-11,website
B014065,P00307,F0196,A066,First,1825.95,EUR,2025-09-11,website
B014066,P00927,F0232,A020,Business,1079.32,USD,2025-09-11,website
B014067,P00752,F0077,A069,Economy,144.93,EUR,2025-09-11,website
B014068,P00107,F0298,A078,Economy,148.59,USD,2025-09-11,call_center
B014069,P01817,F0078,A032,Business,1282.0,EUR,2025-09-11,travel_agency
B014070,P00079,F0229,A065,Business,567.28,EUR,2025-09-11,website
B014071,P00314,F0119,A043,Premium Economy,281.46,USD,2025-09-11,mobile_app
B014072,P01827,F0283,A008,Premium Economy,451.83,EUR,2025-09-11,mobile_app
B014073,P01195,F0383,A078,Economy,133.22,EUR,2025-09-11,website
B014074,P00106,F0397,A074,Economy,152.42,USD,2025-09-11,mobile_app
B014075,P01050,F0214,A038,Premium Economy,315.91,USD,2025-09-11,website
B014076,P00223,F0214,A038,Economy,120.56,USD,2025-09-11,website
B014077,P00791,F0343,A014,Economy,128.98,USD,2025-09-11,mobile_app
B014078,P01917,F0360,A059,Economy,171.28,EUR,2025-09-11,travel_agency
B014079,P01236,F0025,A070,Economy,129.43,USD,2025-09-11,mobile_app
B014080,P00757,F0207,A043,Economy,182.4,EUR,2025-09-11,travel_agency
B014081,P00076,F0359,A029,Premium Economy,243.64,EUR,2025-09-11,mobile_app
B014082,P01601,F0381,A013,Economy,102.85,USD,2025-09-11,website
B014083,P00418,F0426,A021,Premium Economy,441.5,EUR,2025-09-11,website
B014084,P01066,F0052,A022,Economy,132.14,EUR,2025-09-11,call_center
B014085,P01129,F0368,A035,Economy,185.98,USD,2025-09-11,website
B014086,P00596,F0223,A045,Premium Economy,246.13,USD,2025-09-11,website
B014087,P01862,F0086,A076,Economy,157.08,USD,2025-09-11,mobile_app
B014088,P00114,F0195,A014,Economy,86.09,EUR,2025-09-11,mobile_app
B014089,P01382,F0166,A040,Economy,151.36,EUR,2025-09-11,travel_agency
B014090,P00061,F0114,A070,Premium Economy,371.67,USD,2025-09-11,travel_agency
B014091,P01424,F0218,A073,Economy,157.79,EUR,2025-09-11,website
B014092,P01625,F0435,A072,Economy,151.04,USD,2025-09-11,website
B014093,P00553,F0007,A015,Premium Economy,377.47,EUR,2025-09-11,travel_agency
B014094,P01435,F0411,A053,Economy,154.36,USD,2025-09-11,call_center
B014095,P01805,F0378,A012,First,1748.46,EUR,2025-09-11,mobile_app
B014096,P00776,F0255,A061,Premium Economy,209.83,EUR,2025-09-11,travel_agency
B014097,P00540,F0248,A059,Economy,75.15,USD,2025-09-11,website
B014098,P00437,F0025,A070,Economy,95.14,USD,2025-09-11,call_center
B014099,P01032,F0351,A063,Business,1244.12,GBP,2025-09-11,mobile_app
B014100,P00857,F0116,A020,Economy,150.56,USD,2025-09-11,travel_agency
B014101,P00503,F0281,A073,Economy,146.09,EUR,2025-09-11,mobile_app
B014102,P00175,F0152,A028,Economy,95.38,USD,2025-09-11,website
B014103,P00910,F0174,A066,Economy,179.03,EUR,2025-09-11,website
B014104,P00673,F0049,A038,Business,1187.97,GBP,2025-09-11,mobile_app
B014105,P01307,F0297,A058,Economy,99.58,EUR,2025-09-11,call_center
B014106,P00150,F0139,A076,Business,1244.98,USD,2025-09-11,mobile_app
B014107,P00523,F0009,A065,Economy,163.08,GBP,2025-09-11,website
B014108,P00805,F0411,A053,Economy,175.24,GBP,2025-09-11,website
B014109,P00132,F0330,A064,Economy,89.08,EUR,2025-09-11,website
B014110,P00504,F0129,A064,Economy,128.14,GBP,2025-09-11,website
B014111,P01028,F0433,A058,Business,854.24,EUR,2025-09-11,website
B014112,P00501,F0275,A016,Economy,116.04,USD,2025-09-11,travel_agency
B014113,P01284,F0191,A080,Economy,95.25,USD,2025-09-11,mobile_app
B014114,P01176,F0248,A059,Economy,102.07,USD,2025-09-11,travel_agency
B014115,P00883,F0224,A047,Economy,118.65,USD,2025-09-11,website
B014116,P00951,F0247,A052,Economy,125.09,GBP,2025-09-11,website
B014117,P00990,F0236,A062,Economy,116.23,EUR,2025-09-11,mobile_app
B014118,P00111,F0154,A061,Economy,106.74,USD,2025-09-11,website
