booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B022752,P01751,F0334,A032,Economy,81.48,USD,2025-09-18,mobile_app
B022753,P01939,F0181,A061,Economy,155.57,EUR,2025-09-18,travel_agency
B022754,P00939,F0191,A080,Economy,183.02,EUR,2025-09-18,mobile_app
B022755,P01580,F0124,A031,Premium Economy,230.09,EUR,2025-09-18,mobile_app
B022756,P02010,F0067,A060,Economy,163.31,USD,2025-09-18,mobile_app
B022757,P00991,F0157,A065,Premium Economy,265.61,USD,2025-09-18,website
B022758,P02047,F0277,A028,Economy,176.88,EUR,2025-09-18,mobile_app
B022759,P01330,F0364,A018,Economy,157.91,USD,2025-09-18,mobile_app
B022760,P02013,F0370,A059,Economy,175.57,EUR,2025-09-18,mobile_app
B022761,P01902,F0262,A035,Economy,183.58,USD,2025-09-18,website
B022762,P01409,F0309,A079,Economy,140.55,USD,2025-09-18,mobile_app
B022763,P01493,F0137,A039,Economy,143.65,EUR,2025-09-18,mobile_app
B022764,P00785,F0163,A011,Economy,107.59,GBP,2025-09-18,website
B022765,P00705,F0113,A063,Economy,173.55,EUR,2025-09-18,website
B022766,P00010,F0086,A076,Economy,167.63,USD,2025-09-18,mobile_app
B022767,P01446,F0274,A016,Premium Economy,447.65,EUR,2025-09-18,mobile_app
B022768,P00314,F0223,A045,Economy,195.3,EUR,2025-09-18,mobile_app
B022769,P00909,F0439,A068,Economy,140.12,USD,2025-09-18,travel_agency
B022770,P00630,F0255,A061,Economy,122.65,USD,2025-09-18,website
B022771,P01311,F0234,A004,Business,1050.26,GBP,2025-09-18,mobile_app
B022772,P00589,F0270,A044,Economy,173.41,GBP,2025-09-18,website
B022773,P01043,F0086,A076,Economy,150.81,EUR,2025-09-18,mobile_app
B022774,P00746,F0445,A016,Premium Economy,367.36,USD,2025-09-18,website
B022775,P00189,F0334,A032,Premium Economy,383.84,EUR,2025-09-18,call_center
B022776,P00125,F0040,A021,Business,629.71,EUR,2025-09-18,website
B022777,P01970,F0124,A031,Economy,102.43,USD,2025-09-18,website
B022778,P00320,F0457,A032,First,2586.82,EUR,2025-09-18,mobile_app
B022779,P00221,F0049,A038,Economy,102.06,EUR,2025-09-18,website
B022780,P01881,F0118,A020,Economy,139.6,EUR,2025-09-18,website
B022781,P01803,F0152,A028,Economy,168.03,USD,2025-09-18,website
B022782,P00973,F0255,A061,Economy,112.97,EUR,2025-09-18,mobile_app
B022783,P01456,F0203,A019,Economy,121.6,GBP,2025-09-18,mobile_app
B022784,P00619,F0114,A070,First,1706.85,USD,2025-09-18,mobile_app
B022785,P00430,F0309,A079,Economy,162.74,EUR,2025-09-18,website
B022786,P01544,F0274,A016,Premium Economy,288.54,EUR,2025-09-18,website
B022787,P00836,F0158,A072,Economy,182.79,EUR,2025-09-18,travel_agency
B022788,P00867,F0212,A064,Economy,78.04,EUR,2025-09-18,travel_agency
B022789,P01007,F0137,A039,Premium Economy,405.7,EUR,2025-09-18,call_center
B022790,P01375,F0455,A079,Business,1381.91,USD,2025-09-18,website
B022791,P01256,F0277,A028,Economy,101.69,GBP,2025-09-18,mobile_app
B022792,P01055,F0144,A077,Economy,131.91,EUR,2025-09-18,travel_agency
B022793,P00434,F0440,A033,Economy,129.04,EUR,2025-09-18,mobile_app
B022794,P00112,F0444,A046,Economy,138.47,EUR,2025-09-18,mobile_app
B022795,P00190,F0283,A008,Economy,184.79,USD,2025-09-18,travel_agency
B022796,P00179,F0339,A011,Business,1208.96,EUR,2025-09-18,mobile_app
B022797,P00829,F0069,A070,Premium Economy,196.08,EUR,2025-09-18,website
B022798,P00955,F0454,A066,Economy,196.57,EUR,2025-09-18,website
B022799,P01788,F0131,A017,Premium Economy,429.48,EUR,2025-09-18,travel_agency
B022800,P01786,F0141,A046,Economy,184.93,USD,2025-09-18,travel_agency
B022801,P00264,F0224,A047,Economy,192.11,EUR,2025-09-18,mobile_app
B022802,P01747,F0455,A079,Economy,75.6,EUR,2025-09-18,travel_agency
B022803,P00163,F0446,A030,Economy,154.72,USD,2025-09-18,website
B022804,P00953,F0154,A061,Economy,146.24,EUR,2025-09-18,mobile_app
B022805,P01883,F0234,A004,Economy,179.5,EUR,2025-09-18,website
B022806,P00953,F0067,A060,Economy,186.23,USD,2025-09-18,travel_agency
B022807,P01276,F0009,A065,Premium Economy,341.13,EUR,2025-09-18,mobile_app
B022808,P00145,F0113,A063,Economy,191.9,EUR,2025-09-18,mobile_app
B022809,P01912,F0283,A008,Economy,144.08,EUR,2025-09-18,website
B022810,P00492,F0414,A039,Business,560.82,EUR,2025-09-18,website
