booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B015483,P00238,F0302,A013,Premium Economy,337.21,GBP,2025-09-12,mobile_app
B015484,P00450,F0356,A037,Economy,152.15,EUR,2025-09-12,website
B015485,P00333,F0035,A033,First,2576.41,EUR,2025-09-12,call_center
B015486,P00330,F0380,A028,Economy,132.66,USD,2025-09-12,website
B015487,P00589,F0147,A047,Economy,189.7,GBP,2025-09-12,website
B015488,P01891,F0159,A080,Economy,152.18,GBP,2025-09-12,website
B015489,P00792,F0077,A069,Premium Economy,345.12,USD,2025-09-12,travel_agency
B015490,P00264,F0182,A023,Economy,176.25,EUR,2025-09-12,call_center
B015491,P00852,F0173,A040,Premium Economy,397.61,EUR,2025-09-12,travel_agency
B015492,P00999,F0154,A061,Business,1324.95,EUR,2025-09-12,website
B015493,P00566,F0345,A058,Economy,95.69,USD,2025-09-12,mobile_app
B015494,P00900,F0212,A064,Economy,143.96,GBP,2025-09-12,mobile_app
B015495,P00082,F0124,A031,Premium Economy,322.19,USD,2025-09-12,website
B015496,P01007,F0355,A024,Economy,136.08,USD,2025-09-12,website
B015497,P00692,F0181,A061,Premium Economy,252.88,USD,2025-09-12,website
B015498,P00258,F0378,A012,Economy,137.73,EUR,2025-09-12,website
B015499,P00739,F0229,A065,Economy,126.54,USD,2025-09-12,website
B015500,P00800,F0190,A044,First,2574.92,EUR,2025-09-12,website
B015501,P01404,F0055,A052,Economy,109.09,EUR,2025-09-12,website
B015502,P01782,F0121,A013,Premium Economy,182.65,GBP,2025-09-12,mobile_app
B015503,P01030,F0058,A071,Economy,91.51,EUR,2025-09-12,website
B015504,P00460,F0055,A052,Economy,170.38,EUR,2025-09-12,website
B015505,P00530,F0028,A011,Economy,153.01,EUR,2025-09-12,mobile_app
B015506,P01167,F0124,A031,First,1992.95,EUR,2025-09-12,website
B015507,P01643,F0256,A049,Economy,179.83,USD,2025-09-12,mobile_app
B015508,P00946,F0215,A058,Economy,81.3,USD,2025-09-12,mobile_app
B015509,P00261,F0308,A020,Economy,79.98,EUR,2025-09-12,website
B015510,P01539,F0309,A079,Economy,85.98,EUR,2025-09-12,mobile_app
