booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B010106,P00494,F0180,A060,Economy,134.1,GBP,2025-09-08,website
B010107,P00759,F0060,A043,Economy,85.96,EUR,2025-09-08,website
B010108,P00249,F0344,A044,Economy,171.25,EUR,2025-09-08,website
B010109,P01089,F0028,A011,Economy,100.65,GBP,2025-09-08,mobile_app
B010110,P01172,F0151,A038,Economy,80.24,EUR,2025-09-08,website
B010111,P01477,F0139,A076,First,1482.34,GBP,2025-09-08,mobile_app
B010112,P00726,F0396,A008,Premium Economy,232.43,EUR,2025-09-08,website
B010113,P00028,F0196,A066,Economy,173.44,USD,2025-09-08,mobile_app
B010114,P01079,F0047,A069,Business,695.85,USD,2025-09-08,website
B010115,P01674,F0419,A051,Economy,106.04,EUR,2025-09-08,mobile_app
B010116,P01032,F0407,A011,Premium Economy,465.42,USD,2025-09-08,website
B010117,P01841,F0348,A056,Economy,131.87,EUR,2025-09-08,website
B010118,P00874,F0292,A019,Economy,197.62,EUR,2025-09-08,website
B010119,P01694,F0297,A058,Economy,174.27,EUR,2025-09-08,call_center
B010120,P01511,F0180,A060,Economy,76.16,EUR,2025-09-08,website
B010121,P00801,F0220,A015,Economy,138.65,GBP,2025-09-08,website
B010122,P00908,F0399,A042,Premium Economy,341.2,EUR,2025-09-08,mobile_app
B010123,P00788,F0422,A018,Business,1329.86,GBP,2025-09-08,website
B010124,P01018,F0001,A042,Economy,112.02,EUR,2025-09-08,mobile_app
B010125,P00900,F0200,A028,Economy,109.49,USD,2025-09-08,website
B010126,P01161,F0195,A014,Economy,105.03,EUR,2025-09-08,mobile_app
B010127,P00850,F0256,A049,Economy,169.2,USD,2025-09-08,website
B010128,P01021,F0370,A059,First,1330.78,USD,2025-09-08,mobile_app
B010129,P01855,F0144,A077,Economy,160.27,USD,2025-09-08,website
B010130,P00692,F0052,A022,Economy,185.62,USD,2025-09-08,travel_agency
B010131,P01892,F0396,A008,Economy,131.34,USD,2025-09-08,website
B010132,P01190,F0234,A004,Economy,193.45,USD,2025-09-08,website
B010133,P00167,F0252,A007,Economy,97.83,EUR,2025-09-08,travel_agency
B010134,P01818,F0402,A026,Economy,80.5,GBP,2025-09-08,mobile_app
B010135,P01315,F0387,A010,Premium Economy,394.17,USD,2025-09-08,mobile_app
B010136,P00121,F0363,A016,Business,1042.58,GBP,2025-09-08,mobile_app
B010137,P00656,F0302,A013,Economy,141.83,EUR,2025-09-08,travel_agency
B010138,P01705,F0387,A010,Economy,124.25,EUR,2025-09-08,website
B010139,P00558,F0370,A059,First,1920.28,EUR,2025-09-08,website
B010140,P01724,F0213,A078,Business,521.7,USD,2025-09-08,website
B010141,P01469,F0113,A063,Premium Economy,289.85,EUR,2025-09-08,mobile_app
B010142,P01886,F0380,A028,Economy,152.41,EUR,2025-09-08,website
B010143,P00237,F0009,A065,Economy,145.27,EUR,2025-09-08,website
B010144,P01342,F0076,A059,Economy,169.84,EUR,2025-09-08,website
B010145,P00972,F0084,A046,Economy,143.83,EUR,2025-09-08,website
B010146,P00675,F0361,A070,Business,1339.57,USD,2025-09-08,website
