booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B024239,P00524,F0306,A046,Economy,125.32,GBP,2025-09-21,call_center
B024240,P00487,F0307,A005,Economy,106.23,EUR,2025-09-21,website
B024241,P01963,F0163,A011,Economy,128.69,EUR,2025-09-21,website
B024242,P00942,F0083,A075,Economy,101.2,GBP,2025-09-21,mobile_app
B024243,P00768,F0123,A073,Economy,120.12,GBP,2025-09-21,mobile_app
B024244,P01244,F0241,A051,Economy,164.04,EUR,2025-09-21,mobile_app
B024245,P01294,F0258,A039,Economy,128.57,GBP,2025-09-21,travel_agency
B024246,P01128,F0061,A020,Economy,112.23,EUR,2025-09-21,call_center
B024247,P00783,F0069,A070,Economy,195.14,USD,2025-09-21,website
B024248,P01369,F0239,A050,Economy,73.63,EUR,2025-09-21,website
B024249,P00670,F0305,A044,Economy,144.8,GBP,2025-09-21,website
B024250,P01748,F0186,A051,Economy,79.11,EUR,2025-09-21,travel_agency
B024251,P00340,F0142,A028,Economy,178.31,GBP,2025-09-21,mobile_app
B024252,P00970,F0125,A002,Business,1133.67,GBP,2025-09-21,call_center
B024253,P00284,F0072,A014,Economy,167.67,USD,2025-09-21,mobile_app
B024254,P01608,F0107,A035,Premium Economy,283.23,EUR,2025-09-21,call_center
B024255,P01240,F0148,A067,Premium Economy,426.25,EUR,2025-09-21,website
B024256,P01189,F0274,A016,Economy,186.55,EUR,2025-09-21,website
B024257,P00664,F0214,A038,Business,988.96,EUR,2025-09-21,travel_agency
B024258,P01630,F0037,A015,Economy,173.18,EUR,2025-09-21,website
B024259,P01277,F0347,A072,Economy,75.09,EUR,2025-09-21,call_center
B024260,P00664,F0182,A023,Economy,76.87,EUR,2025-09-21,website
B024261,P00354,F0163,A011,Economy,148.3,USD,2025-09-21,mobile_app
B024262,P01059,F0276,A059,Economy,92.77,EUR,2025-09-21,call_center
B024263,P01030,F0314,A049,Business,1357.26,EUR,2025-09-21,mobile_app
B024264,P01317,F0139,A076,Economy,194.98,EUR,2025-09-21,travel_agency
B024265,P00296,F0259,A072,Economy,189.34,USD,2025-09-21,mobile_app
B024266,P00816,F0255,A061,Economy,165.93,USD,2025-09-21,mobile_app
B024267,P00586,F0212,A064,Economy,123.13,EUR,2025-09-21,travel_agency
B024268,P01097,F0327,A050,Premium Economy,332.75,USD,2025-09-21,travel_agency
B024269,P00290,F0189,A020,Business,764.21,USD,2025-09-21,mobile_app
B024270,P00679,F0111,A025,Business,732.81,EUR,2025-09-21,travel_agency
B024271,P01839,F0024,A055,First,2062.74,EUR,2025-09-21,website
B024272,P01166,F0060,A043,Economy,119.51,EUR,2025-09-21,travel_agency
B024273,P01372,F0209,A006,First,1397.81,EUR,2025-09-21,website
B024274,P01861,F0069,A070,Premium Economy,225.23,EUR,2025-09-21,call_center
B024275,P01251,F0111,A025,Economy,110.52,EUR,2025-09-21,mobile_app
B024276,P01005,F0229,A065,Premium Economy,478.65,EUR,2025-09-21,travel_agency
B024277,P00564,F0215,A058,Economy,181.73,USD,2025-09-21,website
B024278,P00051,F0063,A062,Economy,164.8,EUR,2025-09-21,website
B024279,P00091,F0024,A055,Premium Economy,262.31,USD,2025-09-21,mobile_app
B024280,P01953,F0346,A044,Economy,185.25,EUR,2025-09-21,travel_agency
B024281,P00276,F0300,A032,Premium Economy,311.92,EUR,2025-09-21,website
B024282,P01528,F0218,A073,Business,1261.99,EUR,2025-09-21,website
B024283,P00586,F0291,A038,Economy,72.6,EUR,2025-09-21,website
B024284,P01781,F0352,A045,Economy,118.51,EUR,2025-09-21,call_center
B024285,P01017,F0339,A011,Economy,125.61,EUR,2025-09-21,website
B024286,P00134,F0034,A037,Economy,81.38,USD,2025-09-21,travel_agency
B024287,P01033,F0085,A016,Economy,102.13,USD,2025-09-21,website
B024288,P01976,F0033,A014,Premium Economy,257.52,EUR,2025-09-21,travel_agency
B024289,P01867,F0128,A038,Economy,192.88,EUR,2025-09-21,mobile_app
B024290,P00596,F0177,A041,First,2177.58,EUR,2025-09-21,travel_agency
B024291,P00129,F0210,A033,Economy,102.93,USD,2025-09-21,call_center
B024292,P01124,F0244,A052,Economy,90.53,EUR,2025-09-21,mobile_app
B024293,P01665,F0130,A018,Economy,73.62,EUR,2025-09-21,mobile_app
B024294,P01105,F0193,A074,Economy,73.48,USD,2025-09-21,website
B024295,P00982,F0099,A039,Economy,185.98,EUR,2025-09-21,travel_agency
B024296,P00464,F0078,A032,Premium Economy,368.28,USD,2025-09-21,travel_agency
B024297,P01395,F0282,A001,Economy,184.72,EUR,2025-09-21,website
B024298,P01061,F0171,A052,Economy,162.55,USD,2025-09-21,travel_agency
B024299,P00163,F0025,A070,Premium Economy,341.95,EUR,2025-09-21,website
B024300,P01230,F0021,A024,Economy,107.44,GBP,2025-09-21,call_center
