booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B033340,P00985,F0513,A033,Economy,134.54,EUR,2025-09-27,website
B033341,P01637,F0576,A078,Economy,155.37,EUR,2025-09-27,website
B033342,P01690,F0346,A044,Economy,118.88,EUR,2025-09-27,website
B033343,P00146,F0514,A052,Economy,174.44,USD,2025-09-27,website
B033344,P00485,F0318,A010,Business,691.03,USD,2025-09-27,website
B033345,P01805,F0444,A046,Economy,167.3,USD,2025-09-27,website
B033346,P01603,F0491,A017,Economy,89.05,USD,2025-09-27,mobile_app
B033347,P01176,F0609,A005,Economy,171.32,EUR,2025-09-27,travel_agency
B033348,P00249,F0503,A060,Economy,121.71,EUR,2025-09-27,website
B033349,P00136,F0026,A068,Premium Economy,345.28,USD,2025-09-27,website
B033350,P01098,F0627,A025,Premium Economy,242.58,USD,2025-09-27,mobile_app
B033351,P00849,F0485,A022,First,1775.04,USD,2025-09-27,travel_agency
B033352,P01984,F0587,A062,Economy,185.89,USD,2025-09-27,mobile_app
B033353,P01354,F0517,A050,Economy,145.01,USD,2025-09-27,website
B033354,P00824,F0474,A045,Business,648.02,EUR,2025-09-27,website
B033355,P00322,F0537,A076,Economy,112.43,USD,2025-09-27,mobile_app
B033356,P01016,F0583,A077,Economy,118.59,USD,2025-09-27,website
B033357,P00166,F0540,A001,Economy,107.39,EUR,2025-09-27,mobile_app
B033358,P01103,F0583,A077,Premium Economy,335.33,EUR,2025-09-27,mobile_app
B033359,P01195,F0053,A031,Economy,99.27,USD,2025-09-27,call_center
B033360,P00169,F0117,A057,Economy,93.78,GBP,2025-09-27,website
B033361,P00214,F0582,A010,Economy,109.89,EUR,2025-09-27,travel_agency
B033362,P01537,F0381,A013,Business,1311.6,EUR,2025-09-27,website
B033363,P02160,F0547,A005,Economy,153.84,USD,2025-09-27,travel_agency
B033364,P01961,F0515,A070,First,1860.71,EUR,2025-09-27,website
B033365,P00572,F0074,A077,Economy,127.07,EUR,2025-09-27,website
B033366,P00321,F0118,A020,Business,1152.95,EUR,2025-09-27,mobile_app
B033367,P00521,F0549,A041,Economy,194.74,EUR,2025-09-27,website
B033368,P00710,F0515,A070,Economy,145.14,USD,2025-09-27,website
B033369,P01952,F0614,A056,Economy,190.11,EUR,2025-09-27,travel_agency
B033370,P00659,F0581,A031,Economy,120.45,EUR,2025-09-27,website
B033371,P00050,F0572,A071,Premium Economy,227.21,EUR,2025-09-27,travel_agency
B033372,P00125,F0475,A069,Economy,136.62,GBP,2025-09-27,travel_agency
B033373,P00789,F0625,A067,Economy,159.09,EUR,2025-09-27,travel_agency
B033374,P01453,F0485,A022,Economy,182.45,GBP,2025-09-27,website
B033375,P01883,F0634,A042,Business,763.67,EUR,2025-09-27,website
B033376,P00308,F0596,A066,Economy,104.8,EUR,2025-09-27,mobile_app
B033377,P00045,F0621,A012,Economy,185.81,GBP,2025-09-27,mobile_app
B033378,P01613,F0547,A005,Economy,96.64,EUR,2025-09-27,website
B033379,P00922,F0318,A010,Economy,114.57,EUR,2025-09-27,travel_agency
B033380,P01281,F0583,A077,Economy,140.01,USD,2025-09-27,call_center
B033381,P02030,F0531,A020,Premium Economy,369.15,EUR,2025-09-27,website
B033382,P01975,F0552,A059,Economy,96.11,EUR,2025-09-27,mobile_app
B033383,P00087,F0158,A072,Premium Economy,293.28,EUR,2025-09-27,website
B033384,P00896,F0187,A017,Premium Economy,203.66,GBP,2025-09-27,mobile_app
B033385,P00578,F0381,A013,Premium Economy,225.44,EUR,2025-09-27,website
B033386,P01730,F0631,A015,Premium Economy,289.31,USD,2025-09-27,website
B033387,P01824,F0286,A001,Economy,150.89,USD,2025-09-27,website
B033388,P02051,F0549,A041,Business,1229.29,EUR,2025-09-27,website
B033389,P01102,F0571,A002,Economy,88.47,GBP,2025-09-27,mobile_app
B033390,P01910,F0534,A076,Economy,107.67,USD,2025-09-27,website
B033391,P01715,F0564,A042,Premium Economy,449.01,USD,2025-09-27,website
B033392,P02157,F0585,A030,Business,676.43,GBP,2025-09-27,website
B033393,P02158,F0187,A017,First,2917.5,EUR,2025-09-27,travel_agency
B033394,P00494,F0617,A031,Business,1026.93,USD,2025-09-27,website
B033395,P01766,F0419,A051,Premium Economy,299.34,EUR,2025-09-27,website
B033396,P00189,F0561,A037,Economy,162.13,EUR,2025-09-27,travel_agency
B033397,P02144,F0579,A052,First,1818.18,USD,2025-09-27,mobile_app
B033398,P00183,F0609,A005,First,2033.01,EUR,2025-09-27,travel_agency
B033399,P01693,F0010,A001,Economy,80.94,EUR,2025-09-27,website
B033400,P00318,F0478,A053,Premium Economy,215.57,EUR,2025-09-27,travel_agency
B033401,P00418,F0066,A051,Business,755.83,EUR,2025-09-27,mobile_app
B033402,P01193,F0173,A040,Economy,81.15,EUR,2025-09-27,website
B033403,P01874,F0566,A040,Economy,151.6,EUR,2025-09-27,mobile_app
B033404,P00643,F0300,A032,Economy,88.86,USD,2025-09-27,mobile_app
