booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B005937,P01668,F0047,A069,Economy,174.44,EUR,2025-09-05,mobile_app
B005938,P01230,F0354,A019,Business,598.76,USD,2025-09-05,mobile_app
B005939,P01800,F0040,A021,Economy,126.21,USD,2025-09-05,travel_agency
B005940,P00877,F0252,A007,Economy,116.09,USD,2025-09-05,website
B005941,P00647,F0174,A066,Business,1150.62,USD,2025-09-05,travel_agency
B005942,P01100,F0213,A078,Business,1212.17,EUR,2025-09-05,travel_agency
B005943,P00224,F0338,A069,Economy,187.43,EUR,2025-09-05,website
B005944,P00222,F0379,A018,Business,1006.04,USD,2025-09-05,mobile_app
B005945,P00493,F0236,A062,Premium Economy,476.53,USD,2025-09-05,website
B005946,P01629,F0005,A007,Economy,175.91,EUR,2025-09-05,website
B005947,P01524,F0301,A060,Economy,102.15,USD,2025-09-05,website
B005948,P01220,F0081,A025,Economy,163.51,USD,2025-09-05,mobile_app
B005949,P01563,F0146,A034,Economy,111.1,USD,2025-09-05,mobile_app
B005950,P00880,F0254,A054,Business,988.74,EUR,2025-09-05,travel_agency
B005951,P00089,F0378,A012,Economy,165.02,EUR,2025-09-05,mobile_app
B005952,P00875,F0295,A029,Economy,97.52,USD,2025-09-05,website
B005953,P00120,F0283,A008,Economy,178.24,USD,2025-09-05,call_center
B005954,P01778,F0082,A063,Economy,179.66,USD,2025-09-05,website
B005955,P01159,F0353,A011,Premium Economy,342.94,EUR,2025-09-05,mobile_app
B005956,P00743,F0366,A066,Premium Economy,206.58,USD,2025-09-05,website
B005957,P01008,F0059,A067,Economy,155.19,GBP,2025-09-05,mobile_app
B005958,P00828,F0237,A045,Business,938.96,GBP,2025-09-05,mobile_app
B005959,P00141,F0294,A054,Economy,182.8,USD,2025-09-05,mobile_app
B005960,P01557,F0007,A015,Economy,183.41,EUR,2025-09-05,travel_agency
B005961,P00131,F0396,A008,Business,1316.47,EUR,2025-09-05,mobile_app
B005962,P00336,F0178,A008,Premium Economy,289.8,USD,2025-09-05,website
B005963,P00048,F0185,A078,Economy,125.21,USD,2025-09-05,mobile_app
B005964,P01262,F0346,A044,Economy,107.97,USD,2025-09-05,mobile_app
B005965,P01808,F0267,A038,First,1136.44,EUR,2025-09-05,mobile_app
B005966,P01114,F0307,A005,Economy,163.33,USD,2025-09-05,travel_agency
B005967,P00531,F0198,A004,Business,754.24,USD,2025-09-05,mobile_app
B005968,P01649,F0333,A023,Economy,172.59,EUR,2025-09-05,call_center
