booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B019492,P01211,F0305,A044,Economy,126.27,USD,2025-09-17,travel_agency
B019493,P01221,F0319,A050,Premium Economy,351.68,EUR,2025-09-17,travel_agency
B019494,P00987,F0328,A018,Business,1408.8,GBP,2025-09-17,website
B019495,P01489,F0101,A074,Economy,127.56,EUR,2025-09-17,website
B019496,P01413,F0282,A001,Economy,152.23,EUR,2025-09-17,mobile_app
B019497,P00256,F0261,A057,First,1860.96,USD,2025-09-17,mobile_app
B019498,P01425,F0202,A064,Economy,77.58,EUR,2025-09-17,mobile_app
B019499,P02014,F0318,A010,Business,955.83,USD,2025-09-17,mobile_app
B019500,P00441,F0002,A073,Economy,146.24,EUR,2025-09-17,mobile_app
B019501,P00114,F0338,A069,First,1545.77,EUR,2025-09-17,website
B019502,P01697,F0005,A007,Economy,85.28,EUR,2025-09-17,mobile_app
B019503,P01281,F0184,A043,Economy,174.17,EUR,2025-09-17,travel_agency
B019504,P01599,F0036,A017,Economy,138.75,EUR,2025-09-17,website
B019505,P00799,F0268,A059,Economy,179.92,USD,2025-09-17,call_center
B019506,P00688,F0134,A072,Economy,147.76,GBP,2025-09-17,travel_agency
B019507,P01462,F0334,A032,Premium Economy,475.71,EUR,2025-09-17,website
B019508,P00164,F0361,A027,Business,964.26,USD,2025-09-17,mobile_app
B019509,P01135,F0211,A048,Premium Economy,300.73,EUR,2025-09-17,mobile_app
B019510,P00874,F0241,A051,Economy,164.16,EUR,2025-09-17,website
B019511,P01865,F0106,A007,Economy,166.44,USD,2025-09-17,travel_agency
B019512,P00291,F0102,A067,Economy,122.01,EUR,2025-09-17,website
B019513,P00930,F0190,A044,Economy,168.32,GBP,2025-09-17,website
B019514,P00846,F0062,A008,Economy,176.99,EUR,2025-09-17,mobile_app
B019515,P00737,F0101,A074,Economy,146.73,USD,2025-09-17,mobile_app
B019516,P00092,F0335,A076,Economy,138.28,EUR,2025-09-17,mobile_app
B019517,P00435,F0241,A051,Economy,173.62,EUR,2025-09-17,mobile_app
B019518,P01606,F0019,A053,Economy,93.51,EUR,2025-09-17,website
B019519,P01886,F0011,A008,Economy,177.72,USD,2025-09-17,website
B019520,P01316,F0284,A054,Premium Economy,189.82,EUR,2025-09-17,mobile_app
B019521,P00290,F0358,A030,First,2397.34,EUR,2025-09-17,website
B019522,P01894,F0207,A043,Economy,181.31,GBP,2025-09-17,website
B019523,P00126,F0210,A033,Economy,182.47,USD,2025-09-17,travel_agency
B019524,P00154,F0356,A077,Economy,140.82,USD,2025-09-17,mobile_app
B019525,P00561,F0049,A038,Business,734.34,USD,2025-09-17,website
B019526,P01225,F0171,A052,Premium Economy,316.06,EUR,2025-09-17,website
B019527,P01804,F0303,A029,Economy,187.45,USD,2025-09-17,travel_agency
B019528,P01230,F0028,A011,Business,879.87,EUR,2025-09-17,mobile_app
B019529,P01023,F0231,A017,Economy,127.24,USD,2025-09-17,mobile_app
B019530,P00740,F0104,A064,Economy,104.31,EUR,2025-09-17,mobile_app
B019531,P01136,F0353,A039,Economy,113.0,USD,2025-09-17,mobile_app
B019532,P01433,F0179,A048,Economy,80.87,USD,2025-09-17,mobile_app
B019533,P00078,F0227,A053,Premium Economy,431.69,EUR,2025-09-17,website
B019534,P01912,F0233,A006,Economy,134.66,USD,2025-09-17,website
B019535,P00910,F0303,A029,Economy,97.53,EUR,2025-09-17,mobile_app
B019536,P00973,F0150,A036,Business,784.85,USD,2025-09-17,website
B019537,P01191,F0122,A008,First,2702.54,USD,2025-09-17,travel_agency
B019538,P00654,F0292,A019,Economy,72.57,EUR,2025-09-17,mobile_app
B019539,P00480,F0284,A054,Economy,166.64,GBP,2025-09-17,website
B019540,P00207,F0193,A074,Economy,78.68,USD,2025-09-17,call_center
B019541,P01980,F0214,A038,Economy,168.51,EUR,2025-09-17,mobile_app
B019542,P01986,F0036,A017,Business,883.6,EUR,2025-09-17,travel_agency
B019543,P01331,F0036,A017,Economy,188.63,GBP,2025-09-17,mobile_app
B019544,P00743,F0258,A039,Economy,110.59,EUR,2025-09-17,website
B019545,P00164,F0093,A040,Economy,173.4,GBP,2025-09-17,website
B019546,P01798,F0277,A028,Economy,197.09,USD,2025-09-17,website
B019547,P00698,F0281,A073,Economy,87.93,USD,2025-09-17,travel_agency
B019548,P01477,F0128,A038,Business,1105.43,USD,2025-09-17,travel_agency
B019549,P00682,F0231,A017,Economy,78.32,USD,2025-09-17,travel_agency
B019550,P00241,F0169,A046,Economy,194.85,EUR,2025-09-17,website
B019551,P01040,F0162,A054,Premium Economy,324.66,EUR,2025-09-17,website
B019552,P01632,F0030,A010,Economy,186.21,USD,2025-09-17,mobile_app
B019553,P00944,F0090,A063,Economy,158.17,EUR,2025-09-17,call_center
B019554,P01871,F0090,A063,Economy,86.23,EUR,2025-09-17,website
B019555,P01487,F0053,A031,Economy,128.53,EUR,2025-09-17,mobile_app
B019556,P00260,F0321,A035,Economy,174.67,GBP,2025-09-17,website
