booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B025111,P00489,F0163,A011,Business,686.41,USD,2025-09-20,call_center
B025112,P00196,F0066,A051,Economy,110.66,USD,2025-09-20,website
B025113,P00844,F0409,A041,Premium Economy,261.79,GBP,2025-09-20,mobile_app
B025114,P01028,F0061,A020,Business,849.19,EUR,2025-09-20,website
B025115,P00175,F0484,A056,Premium Economy,285.26,EUR,2025-09-20,website
B025116,P00368,F0050,A073,Economy,143.35,EUR,2025-09-20,website
B025117,P02000,F0351,A063,Economy,155.87,USD,2025-09-20,mobile_app
B025118,P00339,F0118,A020,Premium Economy,461.91,USD,2025-09-20,call_center
B025119,P01392,F0368,A035,First,1382.52,EUR,2025-09-20,mobile_app
B025120,P01917,F0482,A004,Premium Economy,386.84,USD,2025-09-20,mobile_app
B025121,P01476,F0223,A045,Economy,111.51,USD,2025-09-20,website
B025122,P00102,F0366,A066,Business,557.06,GBP,2025-09-20,website
B025123,P01648,F0474,A045,Business,1381.26,USD,2025-09-20,mobile_app
B025124,P01387,F0064,A078,Economy,117.97,EUR,2025-09-20,website
B025125,P00426,F0413,A042,First,1970.8,GBP,2025-09-20,website
B025126,P00846,F0306,A046,Premium Economy,323.59,USD,2025-09-20,travel_agency
B025127,P01475,F0468,A012,Economy,167.69,USD,2025-09-20,website
B025128,P01280,F0413,A042,Economy,109.12,EUR,2025-09-20,website
B025129,P01517,F0455,A079,Premium Economy,274.72,USD,2025-09-20,call_center
B025130,P01183,F0235,A052,Economy,119.3,EUR,2025-09-20,call_center
B025131,P01164,F0468,A012,Premium Economy,179.65,EUR,2025-09-20,mobile_app
B025132,P01752,F0446,A030,Economy,122.53,EUR,2025-09-20,website
B025133,P01301,F0076,A059,Economy,88.63,EUR,2025-09-20,website
B025134,P01755,F0190,A044,Economy,182.92,EUR,2025-09-20,mobile_app
B025135,P00675,F0465,A019,Economy,101.97,USD,2025-09-20,travel_agency
B025136,P00735,F0226,A012,Business,866.88,USD,2025-09-20,website
B025137,P00982,F0005,A007,Economy,98.23,EUR,2025-09-20,mobile_app
B025138,P01516,F0058,A071,Economy,168.62,USD,2025-09-20,travel_agency
B025139,P00507,F0368,A035,Economy,189.25,EUR,2025-09-20,mobile_app
B025140,P01499,F0458,A029,Economy,119.76,EUR,2025-09-20,mobile_app
B025141,P01885,F0309,A079,Economy,182.36,EUR,2025-09-20,website
B025142,P00966,F0253,A032,Business,1222.93,USD,2025-09-20,mobile_app
B025143,P01257,F0459,A051,Economy,172.6,GBP,2025-09-20,website
B025144,P01070,F0144,A077,Economy,164.66,USD,2025-09-20,mobile_app
B025145,P00690,F0122,A008,Economy,128.86,USD,2025-09-20,website
B025146,P01162,F0275,A016,Economy,91.01,USD,2025-09-20,mobile_app
B025147,P01933,F0284,A054,Economy,131.28,GBP,2025-09-20,website
B025148,P00311,F0447,A022,Economy,177.92,EUR,2025-09-20,mobile_app
B025149,P01094,F0439,A068,Economy,108.18,EUR,2025-09-20,call_center
B025150,P01200,F0076,A059,Business,903.51,USD,2025-09-20,mobile_app
B025151,P01780,F0039,A032,Business,679.16,USD,2025-09-20,website
B025152,P01463,F0053,A031,Business,1234.23,USD,2025-09-20,mobile_app
B025153,P01564,F0119,A043,Premium Economy,272.81,EUR,2025-09-20,website
B025154,P00669,F0029,A041,Economy,181.71,USD,2025-09-20,mobile_app
B025155,P01488,F0339,A011,Economy,96.22,EUR,2025-09-20,website
B025156,P00308,F0308,A020,Economy,135.65,GBP,2025-09-20,mobile_app
B025157,P00507,F0131,A017,Business,892.66,GBP,2025-09-20,mobile_app
B025158,P01863,F0288,A015,Economy,158.72,EUR,2025-09-20,website
B025159,P01578,F0383,A078,Economy,185.07,GBP,2025-09-20,mobile_app
B025160,P01924,F0409,A041,Premium Economy,453.55,EUR,2025-09-20,travel_agency
B025161,P01733,F0465,A019,Economy,185.31,EUR,2025-09-20,mobile_app
B025162,P00617,F0290,A006,Premium Economy,330.9,GBP,2025-09-20,mobile_app
B025163,P01008,F0414,A039,Premium Economy,460.59,GBP,2025-09-20,website
B025164,P01953,F0216,A052,Economy,76.21,USD,2025-09-20,website
B025165,P01131,F0041,A032,Economy,188.91,GBP,2025-09-20,website
B025166,P00349,F0443,A030,Economy,165.18,USD,2025-09-20,mobile_app
B025167,P00516,F0414,A039,Economy,138.85,EUR,2025-09-20,mobile_app
B025168,P00731,F0401,A060,Economy,181.43,USD,2025-09-20,call_center
B025169,P02000,F0397,A074,Economy,105.81,USD,2025-09-20,mobile_app
B025170,P00903,F0482,A004,Economy,123.81,USD,2025-09-20,website
B025171,P01777,F0470,A030,Economy,144.43,EUR,2025-09-20,website
B025172,P02055,F0330,A064,Economy,102.06,GBP,2025-09-20,website
B025173,P01527,F0449,A030,Premium Economy,199.31,USD,2025-09-20,call_center
B025174,P00402,F0453,A042,Economy,156.32,EUR,2025-09-20,mobile_app
B025175,P00776,F0481,A066,Economy,184.69,USD,2025-09-20,mobile_app
B025176,P01376,F0192,A037,Economy,113.63,GBP,2025-09-20,website
B025177,P01335,F0401,A060,Premium Economy,353.84,USD,2025-09-20,website
B025178,P02041,F0467,A048,Premium Economy,396.39,USD,2025-09-20,website
B025179,P00327,F0419,A051,Business,1150.54,USD,2025-09-20,mobile_app
B025180,P01654,F0483,A073,Economy,156.66,EUR,2025-09-20,call_center
B025181,P00415,F0467,A048,Economy,138.61,EUR,2025-09-20,website
B025182,P00092,F0442,A007,Economy,118.28,USD,2025-09-20,website
B025183,P00217,F0316,A073,Economy,141.73,USD,2025-09-20,website
B025184,P00877,F0451,A055,Economy,133.49,GBP,2025-09-20,travel_agency
B025185,P01203,F0073,A026,Premium Economy,466.1,EUR,2025-09-20,website
B025186,P00648,F0237,A045,Economy,162.5,USD,2025-09-20,travel_agency
B025187,P01077,F0122,A008,Economy,123.93,EUR,2025-09-20,website
B025188,P00439,F0484,A056,Economy,112.52,EUR,2025-09-20,website
B025189,P01428,F0265,A026,Economy,98.86,USD,2025-09-20,travel_agency
B025190,P00107,F0459,A051,Economy,96.67,USD,2025-09-20,call_center
B025191,P00951,F0203,A019,Premium Economy,281.52,EUR,2025-09-20,website
B025192,P01463,F0458,A029,Economy,73.59,EUR,2025-09-20,mobile_app
B025193,P02009,F0464,A075,Economy,195.21,GBP,2025-09-20,website
B025194,P01510,F0260,A051,Economy,148.17,EUR,2025-09-20,call_center
B025195,P00071,F0012,A069,Economy,181.03,EUR,2025-09-20,mobile_app
B025196,P00230,F0260,A051,Business,915.04,EUR,2025-09-20,mobile_app
B025197,P01811,F0076,A059,Economy,93.94,EUR,2025-09-20,website
B025198,P00413,F0309,A079,Business,791.88,EUR,2025-09-20,website
B025199,P00630,F0401,A060,Business,1244.75,EUR,2025-09-20,travel_agency
B025200,P01094,F0476,A036,Economy,197.63,GBP,2025-09-20,mobile_app
B025201,P00659,F0381,A013,Economy,84.42,GBP,2025-09-20,travel_agency
B025202,P00388,F0113,A063,Premium Economy,281.1,GBP,2025-09-20,website
B025203,P01601,F0064,A078,Economy,115.75,GBP,2025-09-20,call_center
B025204,P00099,F0226,A012,Economy,106.69,EUR,2025-09-20,mobile_app
B025205,P00880,F0234,A004,Economy,190.41,GBP,2025-09-20,travel_agency
B025206,P01691,F0039,A032,Economy,85.43,EUR,2025-09-20,call_center
B025207,P00337,F0191,A080,Business,547.02,EUR,2025-09-20,website
B025208,P01625,F0446,A030,Economy,100.13,EUR,2025-09-20,website
B025209,P01018,F0452,A061,Economy,164.23,USD,2025-09-20,mobile_app
B025210,P01183,F0029,A041,Economy,194.33,EUR,2025-09-20,website
B025211,P00086,F0253,A032,Premium Economy,447.09,EUR,2025-09-20,website
B025212,P01456,F0334,A032,Economy,77.62,EUR,2025-09-20,website
B025213,P00292,F0265,A026,Economy,192.92,EUR,2025-09-20,website
B025214,P00275,F0260,A051,Economy,113.87,USD,2025-09-20,website
B025215,P01140,F0158,A072,Economy,94.2,GBP,2025-09-20,website
B025216,P00473,F0061,A020,First,2781.87,USD,2025-09-20,travel_agency
B025217,P01612,F0309,A079,Economy,172.69,GBP,2025-09-20,website
B025218,P01517,F0061,A020,Economy,129.59,EUR,2025-09-20,website
B025219,P00564,F0481,A066,Business,669.01,EUR,2025-09-20,website
B025220,P00524,F0073,A026,First,1908.01,EUR,2025-09-20,mobile_app
