booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B027656,P00356,F0272,A032,Premium Economy,378.23,GBP,2025-09-24,website
B027657,P01858,F0032,A057,Economy,188.48,USD,2025-09-24,mobile_app
B027658,P00301,F0253,A032,Economy,85.19,EUR,2025-09-24,mobile_app
B027659,P01322,F0170,A041,Premium Economy,466.66,GBP,2025-09-24,website
B027660,P01954,F0212,A064,Economy,147.96,EUR,2025-09-24,travel_agency
B027661,P00753,F0220,A015,Economy,108.62,EUR,2025-09-24,mobile_app
B027662,P01828,F0020,A044,Economy,85.89,USD,2025-09-24,website
B027663,P00583,F0145,A004,Economy,181.3,EUR,2025-09-24,website
B027664,P00630,F0074,A077,Economy,126.15,USD,2025-09-24,website
B027665,P00405,F0106,A007,Economy,103.43,USD,2025-09-24,mobile_app
B027666,P01534,F0235,A052,Economy,195.81,EUR,2025-09-24,mobile_app
B027667,P00084,F0335,A076,Business,1261.35,USD,2025-09-24,website
B027668,P01853,F0151,A038,Economy,178.35,USD,2025-09-24,mobile_app
B027669,P01254,F0136,A004,Economy,184.92,USD,2025-09-24,call_center
B027670,P01550,F0164,A055,Economy,165.82,EUR,2025-09-24,mobile_app
B027671,P01972,F0254,A054,Business,704.26,EUR,2025-09-24,travel_agency
B027672,P00749,F0079,A049,Economy,130.09,EUR,2025-09-24,mobile_app
B027673,P02012,F0034,A037,Economy,181.0,EUR,2025-09-24,travel_agency
B027674,P00491,F0281,A073,Economy,122.31,USD,2025-09-24,website
B027675,P01671,F0325,A058,Economy,110.13,USD,2025-09-24,website
B027676,P01386,F0167,A028,Economy,82.68,EUR,2025-09-24,website
B027677,P01981,F0284,A054,Economy,143.82,EUR,2025-09-24,mobile_app
B027678,P01577,F0198,A004,Economy,185.64,GBP,2025-09-24,website
B027679,P00700,F0029,A041,Business,1110.64,EUR,2025-09-24,mobile_app
B027680,P01337,F0211,A048,Economy,94.61,USD,2025-09-24,website
B027681,P00905,F0292,A019,Economy,146.15,GBP,2025-09-24,travel_agency
B027682,P00581,F0068,A044,Economy,84.91,USD,2025-09-24,mobile_app
B027683,P00431,F0339,A011,First,1854.22,USD,2025-09-24,travel_agency
B027684,P00217,F0147,A047,Economy,77.55,EUR,2025-09-24,mobile_app
B027685,P01623,F0141,A046,Economy,100.38,GBP,2025-09-24,website
B027686,P01852,F0209,A006,Economy,76.58,USD,2025-09-24,call_center
B027687,P01850,F0294,A054,Economy,120.2,EUR,2025-09-24,website
B027688,P00111,F0182,A023,Business,1115.51,GBP,2025-09-24,travel_agency
B027689,P00626,F0188,A047,Economy,89.21,USD,2025-09-24,mobile_app
B027690,P00714,F0126,A076,Business,1196.36,EUR,2025-09-24,website
B027691,P01624,F0074,A077,Economy,184.35,EUR,2025-09-24,website
