booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B014683,P00523,F0129,A064,Economy,87.72,EUR,2025-09-13,travel_agency
B014684,P00110,F0232,A020,Premium Economy,338.74,USD,2025-09-13,website
B014685,P01848,F0232,A020,Economy,111.49,USD,2025-09-13,mobile_app
B014686,P00406,F0272,A032,Economy,181.49,USD,2025-09-13,travel_agency
B014687,P00334,F0206,A003,Economy,102.02,EUR,2025-09-13,website
B014688,P01761,F0214,A038,Business,1108.64,GBP,2025-09-13,call_center
B014689,P00222,F0341,A066,Economy,135.37,GBP,2025-09-13,travel_agency
B014690,P01837,F0124,A031,Economy,86.68,EUR,2025-09-13,website
B014691,P00027,F0313,A032,Business,938.76,USD,2025-09-13,website
B014692,P00607,F0286,A001,Premium Economy,351.66,EUR,2025-09-13,website
B014693,P00537,F0207,A043,Premium Economy,350.07,EUR,2025-09-13,mobile_app
B014694,P01240,F0308,A020,Business,1016.46,USD,2025-09-13,mobile_app
B014695,P00853,F0348,A056,Economy,162.52,USD,2025-09-13,website
B014696,P00113,F0195,A014,Economy,178.38,USD,2025-09-13,travel_agency
B014697,P00754,F0013,A078,Economy,77.68,EUR,2025-09-13,mobile_app
B014698,P00582,F0115,A030,Economy,89.6,USD,2025-09-13,call_center
B014699,P00626,F0289,A077,Economy,142.75,EUR,2025-09-13,website
B014700,P00007,F0305,A044,Economy,145.29,EUR,2025-09-13,mobile_app
B014701,P00363,F0067,A060,Economy,163.78,USD,2025-09-13,travel_agency
B014702,P00499,F0061,A020,Economy,178.44,EUR,2025-09-13,website
B014703,P01064,F0061,A020,Economy,173.14,GBP,2025-09-13,mobile_app
B014704,P01611,F0100,A006,Economy,174.62,USD,2025-09-13,website
B014705,P01785,F0221,A034,Business,1155.67,EUR,2025-09-13,travel_agency
B014706,P00696,F0314,A049,Premium Economy,463.89,EUR,2025-09-13,website
B014707,P00107,F0001,A042,Economy,139.52,EUR,2025-09-13,travel_agency
B014708,P00654,F0105,A042,Economy,98.23,EUR,2025-09-13,mobile_app
B014709,P01292,F0197,A007,Economy,111.76,EUR,2025-09-13,website
B014710,P00449,F0318,A010,Economy,169.05,EUR,2025-09-13,mobile_app
B014711,P00682,F0069,A070,Premium Economy,321.87,EUR,2025-09-13,website
B014712,P01865,F0303,A029,Economy,120.58,GBP,2025-09-13,website
B014713,P00766,F0078,A032,Economy,118.32,EUR,2025-09-13,travel_agency
B014714,P00261,F0265,A026,Economy,183.98,USD,2025-09-13,travel_agency
B014715,P00300,F0035,A033,Economy,88.11,EUR,2025-09-13,mobile_app
B014716,P00942,F0134,A072,Business,1335.71,USD,2025-09-13,website
B014717,P00742,F0061,A020,Economy,117.92,EUR,2025-09-13,mobile_app
B014718,P01943,F0071,A028,Premium Economy,340.78,EUR,2025-09-13,mobile_app
B014719,P01507,F0189,A020,Economy,158.02,USD,2025-09-13,website
B014720,P00220,F0114,A070,Economy,120.8,EUR,2025-09-13,website
B014721,P00906,F0185,A078,Economy,170.1,USD,2025-09-13,travel_agency
B014722,P00389,F0135,A048,Economy,136.07,EUR,2025-09-13,travel_agency
B014723,P00603,F0137,A039,Economy,147.27,USD,2025-09-13,travel_agency
B014724,P01140,F0161,A052,Premium Economy,255.71,GBP,2025-09-13,travel_agency
B014725,P00838,F0242,A037,Premium Economy,262.74,USD,2025-09-13,website
B014726,P01971,F0029,A041,Premium Economy,366.24,EUR,2025-09-13,call_center
B014727,P00893,F0169,A046,Economy,194.0,EUR,2025-09-13,website
B014728,P01040,F0092,A080,Premium Economy,320.85,EUR,2025-09-13,mobile_app
B014729,P00525,F0152,A028,Economy,92.87,USD,2025-09-13,mobile_app
B014730,P00854,F0251,A040,Economy,197.44,EUR,2025-09-13,mobile_app
B014731,P01454,F0200,A028,Economy,185.14,USD,2025-09-13,website
B014732,P00388,F0048,A016,Premium Economy,449.49,GBP,2025-09-13,website
B014733,P01165,F0071,A028,Economy,170.29,EUR,2025-09-13,website
B014734,P00054,F0346,A044,Economy,191.85,EUR,2025-09-13,travel_agency
