booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B018098,P01387,F0037,A015,Business,1390.08,USD,2025-09-16,website
B018099,P01271,F0267,A038,Economy,138.71,GBP,2025-09-16,website
B018100,P00466,F0050,A073,Economy,178.73,EUR,2025-09-16,website
B018101,P00435,F0022,A070,Premium Economy,235.8,USD,2025-09-16,travel_agency
B018102,P00449,F0307,A005,Economy,186.88,USD,2025-09-16,call_center
B018103,P01150,F0195,A014,Economy,172.11,EUR,2025-09-16,travel_agency
B018104,P01658,F0138,A013,Premium Economy,196.88,EUR,2025-09-16,mobile_app
B018105,P01538,F0035,A033,Economy,195.52,EUR,2025-09-16,call_center
B018106,P01834,F0301,A060,Economy,188.76,GBP,2025-09-16,call_center
B018107,P01796,F0019,A053,Business,1225.82,EUR,2025-09-16,website
B018108,P01351,F0321,A035,Economy,172.89,GBP,2025-09-16,call_center
B018109,P00897,F0248,A059,Economy,110.62,USD,2025-09-16,website
B018110,P01417,F0128,A038,Economy,174.74,USD,2025-09-16,website
B018111,P01906,F0218,A073,First,2381.74,EUR,2025-09-16,website
B018112,P00691,F0243,A014,Economy,183.44,EUR,2025-09-16,mobile_app
B018113,P00013,F0007,A015,Economy,84.12,EUR,2025-09-16,mobile_app
B018114,P01834,F0266,A069,Premium Economy,466.4,EUR,2025-09-16,website
B018115,P01914,F0224,A047,Premium Economy,391.51,GBP,2025-09-16,travel_agency
B018116,P01660,F0260,A051,Economy,143.12,USD,2025-09-16,mobile_app
B018117,P01235,F0029,A041,Premium Economy,381.45,GBP,2025-09-16,website
B018118,P00731,F0132,A070,Economy,94.79,EUR,2025-09-16,website
B018119,P01950,F0096,A037,Business,1251.38,USD,2025-09-16,website
B018120,P01055,F0302,A013,Premium Economy,356.36,USD,2025-09-16,mobile_app
B018121,P01657,F0305,A044,First,3054.47,USD,2025-09-16,travel_agency
B018122,P01032,F0142,A028,Economy,86.81,GBP,2025-09-16,call_center
B018123,P00751,F0060,A043,Economy,197.15,EUR,2025-09-16,website
B018124,P01506,F0051,A075,Economy,113.12,USD,2025-09-16,website
B018125,P01275,F0282,A001,Economy,160.87,USD,2025-09-16,call_center
B018126,P01376,F0112,A065,Economy,135.54,GBP,2025-09-16,mobile_app
B018127,P00247,F0111,A025,Economy,187.8,GBP,2025-09-16,mobile_app
B018128,P01976,F0350,A069,Economy,146.54,EUR,2025-09-16,website
B018129,P00179,F0344,A044,Economy,132.93,USD,2025-09-16,mobile_app
B018130,P00447,F0286,A001,Premium Economy,482.24,USD,2025-09-16,mobile_app
B018131,P01471,F0095,A001,Economy,76.84,USD,2025-09-16,travel_agency
B018132,P01583,F0299,A027,Economy,93.52,USD,2025-09-16,website
B018133,P01589,F0354,A050,Business,1176.67,EUR,2025-09-16,website
B018134,P00633,F0126,A076,Premium Economy,213.78,USD,2025-09-16,call_center
B018135,P00151,F0090,A063,Economy,121.37,EUR,2025-09-16,call_center
B018136,P00074,F0350,A069,First,2808.93,EUR,2025-09-16,travel_agency
B018137,P00364,F0359,A031,Premium Economy,255.17,EUR,2025-09-16,mobile_app
B018138,P00875,F0217,A057,Economy,97.86,EUR,2025-09-16,website
B018139,P00772,F0073,A026,Premium Economy,213.25,USD,2025-09-16,website
B018140,P00207,F0129,A064,Economy,102.59,EUR,2025-09-16,mobile_app
B018141,P01390,F0023,A052,Business,1171.76,GBP,2025-09-16,website
B018142,P01257,F0055,A052,Economy,127.93,USD,2025-09-16,mobile_app
B018143,P00120,F0353,A039,Economy,153.3,USD,2025-09-16,travel_agency
B018144,P00869,F0321,A035,Economy,84.66,EUR,2025-09-16,website
B018145,P00311,F0159,A080,Economy,160.71,EUR,2025-09-16,website
B018146,P01701,F0284,A054,Premium Economy,473.85,USD,2025-09-16,call_center
B018147,P00674,F0269,A015,Premium Economy,414.84,USD,2025-09-16,travel_agency
B018148,P00064,F0026,A068,Economy,194.98,EUR,2025-09-16,mobile_app
B018149,P00502,F0228,A067,Premium Economy,210.13,EUR,2025-09-16,website
B018150,P01576,F0258,A039,Economy,194.53,EUR,2025-09-16,travel_agency
B018151,P00039,F0009,A065,First,1509.48,EUR,2025-09-16,mobile_app
B018152,P00617,F0264,A018,Business,800.09,USD,2025-09-16,mobile_app
B018153,P00463,F0138,A013,Economy,82.14,EUR,2025-09-16,mobile_app
B018154,P00661,F0239,A050,Economy,98.37,USD,2025-09-16,website
B018155,P01831,F0271,A042,Economy,81.46,USD,2025-09-16,mobile_app
B018156,P01300,F0194,A026,Business,953.84,EUR,2025-09-16,mobile_app
B018157,P01390,F0111,A025,Premium Economy,202.53,EUR,2025-09-16,mobile_app
B018158,P01432,F0050,A073,Economy,90.17,EUR,2025-09-16,mobile_app
B018159,P01058,F0204,A024,Economy,141.82,EUR,2025-09-16,mobile_app
B018160,P01863,F0218,A073,Economy,118.9,EUR,2025-09-16,website
B018161,P01383,F0267,A038,Premium Economy,304.69,EUR,2025-09-16,website
B018162,P00359,F0060,A043,Economy,173.44,USD,2025-09-16,travel_agency
B018163,P01143,F0255,A061,Economy,96.2,EUR,2025-09-16,travel_agency
B018164,P01224,F0216,A052,Premium Economy,378.39,EUR,2025-09-16,mobile_app
B018165,P00937,F0314,A049,Business,1419.73,GBP,2025-09-16,travel_agency
B018166,P01217,F0148,A067,Economy,89.0,USD,2025-09-16,website
B018167,P00612,F0291,A038,Economy,112.18,EUR,2025-09-16,website
