booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B027248,P00436,F0442,A007,Business,1428.72,EUR,2025-09-22,mobile_app
B027249,P00929,F0191,A080,Economy,72.65,USD,2025-09-22,mobile_app
B027250,P01028,F0170,A041,Business,671.71,EUR,2025-09-22,mobile_app
B027251,P01007,F0316,A073,Premium Economy,374.0,EUR,2025-09-22,website
B027252,P01200,F0447,A022,Business,1382.68,EUR,2025-09-22,website
B027253,P01401,F0440,A033,Economy,178.72,GBP,2025-09-22,website
B027254,P01274,F0346,A044,First,2545.07,EUR,2025-09-22,website
B027255,P00073,F0489,A067,Economy,124.88,EUR,2025-09-22,mobile_app
B027256,P00871,F0409,A041,Economy,133.85,EUR,2025-09-22,call_center
B027257,P01026,F0318,A010,Business,1211.5,GBP,2025-09-22,travel_agency
B027258,P01384,F0474,A045,Economy,109.18,USD,2025-09-22,travel_agency
B027259,P02033,F0066,A051,Economy,121.71,USD,2025-09-22,travel_agency
B027260,P00441,F0290,A006,Economy,141.15,USD,2025-09-22,travel_agency
B027261,P00620,F0253,A032,First,2048.06,EUR,2025-09-22,mobile_app
B027262,P02043,F0161,A052,Business,781.41,GBP,2025-09-22,mobile_app
B027263,P01167,F0452,A061,Economy,78.33,USD,2025-09-22,website
B027264,P00640,F0069,A070,Economy,93.79,GBP,2025-09-22,travel_agency
B027265,P01242,F0489,A067,Economy,87.3,EUR,2025-09-22,website
B027266,P00154,F0499,A030,Economy,113.16,USD,2025-09-22,website
B027267,P01839,F0511,A035,Economy,185.17,EUR,2025-09-22,mobile_app
B027268,P01301,F0061,A020,First,2478.32,USD,2025-09-22,website
B027269,P00160,F0007,A015,Economy,149.41,USD,2025-09-22,website
B027270,P01368,F0491,A017,Economy,169.24,USD,2025-09-22,mobile_app
B027271,P01923,F0073,A026,Business,970.32,EUR,2025-09-22,website
B027272,P01772,F0473,A066,Economy,158.84,USD,2025-09-22,website
B027273,P00341,F0207,A043,Economy,172.43,GBP,2025-09-22,website
B027274,P01580,F0118,A020,Premium Economy,408.74,USD,2025-09-22,website
B027275,P01891,F0155,A017,Economy,88.48,EUR,2025-09-22,website
B027276,P00044,F0074,A077,Premium Economy,193.04,EUR,2025-09-22,website
