booking_id,passenger_id,flight_id,airport_id,seat_class,amount,currency,booking_date,booking_channel
B030041,P01514,F0021,A024,Economy,84.72,EUR,2025-09-26,mobile_app
B030042,P00784,F0332,A077,Economy,136.55,EUR,2025-09-26,mobile_app
B030043,P00933,F0298,A078,Economy,171.96,EUR,2025-09-26,call_center
B030044,P01338,F0157,A065,Premium Economy,293.17,EUR,2025-09-26,website
B030045,P01459,F0084,A046,Economy,195.9,EUR,2025-09-26,website
B030046,P00713,F0220,A015,Economy,118.44,GBP,2025-09-26,call_center
B030047,P00685,F0320,A030,Economy,120.08,EUR,2025-09-26,mobile_app
B030048,P00569,F0307,A005,Economy,168.67,EUR,2025-09-26,website
B030049,P00398,F0291,A038,Economy,107.76,EUR,2025-09-26,website
B030050,P00366,F0174,A066,Economy,118.39,USD,2025-09-26,travel_agency
B030051,P00655,F0261,A057,Economy,108.89,GBP,2025-09-26,mobile_app
B030052,P01988,F0226,A012,Economy,82.54,EUR,2025-09-26,mobile_app
B030053,P01079,F0149,A014,Economy,122.59,EUR,2025-09-26,mobile_app
B030054,P01428,F0176,A064,Economy,148.1,USD,2025-09-26,call_center
B030055,P00058,F0087,A023,Economy,86.64,GBP,2025-09-26,mobile_app
B030056,P01169,F0142,A028,Business,1358.86,EUR,2025-09-26,website
B030057,P01289,F0062,A008,Economy,105.12,USD,2025-09-26,travel_agency
B030058,P00040,F0132,A070,Economy,93.42,EUR,2025-09-26,mobile_app
B030059,P01748,F0099,A039,Economy,97.19,USD,2025-09-26,travel_agency
B030060,P00307,F0019,A053,Economy,135.69,EUR,2025-09-26,mobile_app
B030061,P00115,F0367,A028,Business,727.11,EUR,2025-09-26,website
B030062,P00195,F0156,A046,Economy,89.94,GBP,2025-09-26,website
B030063,P00676,F0253,A032,Business,779.04,EUR,2025-09-26,website
B030064,P01502,F0068,A044,Premium Economy,341.81,EUR,2025-09-26,website
B030065,P01703,F0020,A044,First,1884.06,EUR,2025-09-26,mobile_app
B030066,P01987,F0066,A051,Economy,141.81,EUR,2025-09-26,mobile_app
B030067,P00884,F0308,A020,Economy,107.65,USD,2025-09-26,website
B030068,P01418,F0231,A017,Economy,182.91,GBP,2025-09-26,call_center
B030069,P01636,F0086,A076,Economy,148.09,EUR,2025-09-26,website
B030070,P00344,F0009,A065,Economy,109.44,USD,2025-09-26,website
B030071,P00290,F0284,A054,Economy,154.28,USD,2025-09-26,travel_agency
B030072,P01863,F0261,A057,Economy,72.28,EUR,2025-09-26,website
B030073,P01149,F0215,A058,Premium Economy,229.0,EUR,2025-09-26,website
B030074,P00762,F0141,A046,Economy,160.05,USD,2025-09-26,website
B030075,P00453,F0315,A056,Economy,80.8,EUR,2025-09-26,travel_agency
B030076,P01856,F0055,A052,Economy,92.85,GBP,2025-09-26,travel_agency
B030077,P00729,F0040,A021,Economy,144.22,EUR,2025-09-26,call_center
B030078,P00790,F0269,A015,Premium Economy,405.45,USD,2025-09-26,mobile_app
B030079,P00325,F0045,A014,Business,1429.26,EUR,2025-09-26,mobile_app
B030080,P01843,F0140,A048,Premium Economy,287.99,EUR,2025-09-26,mobile_app
B030081,P00895,F0236,A062,Business,845.67,USD,2025-09-26,website
B030082,P01481,F0157,A065,Economy,176.46,EUR,2025-09-26,website
B030083,P00966,F0118,A020,Economy,195.91,USD,2025-09-26,website
B030084,P00499,F0117,A057,Economy,164.34,GBP,2025-09-26,mobile_app
B030085,P01452,F0361,A027,Economy,110.17,EUR,2025-09-26,website
B030086,P00770,F0321,A035,Economy,125.61,USD,2025-09-26,mobile_app
B030087,P02049,F0044,A069,Business,1224.49,USD,2025-09-26,travel_agency
B030088,P00280,F0186,A051,Premium Economy,179.88,EUR,2025-09-26,website
B030089,P01798,F0207,A043,Premium Economy,269.71,EUR,2025-09-26,travel_agency
B030090,P00757,F0066,A051,Economy,89.33,EUR,2025-09-26,mobile_app
B030091,P00168,F0359,A031,Premium Economy,347.85,USD,2025-09-26,travel_agency
B030092,P01307,F0326,A071,Economy,108.52,EUR,2025-09-26,website
B030093,P00352,F0299,A027,Premium Economy,201.81,EUR,2025-09-26,website
B030094,P01811,F0018,A061,Economy,128.2,EUR,2025-09-26,mobile_app
B030095,P00248,F0095,A001,Economy,174.1,GBP,2025-09-26,website
B030096,P00087,F0041,A032,Premium Economy,279.76,EUR,2025-09-26,mobile_app
B030097,P02038,F0247,A052,Premium Economy,306.06,GBP,2025-09-26,website
B030098,P02005,F0182,A023,Economy,163.43,EUR,2025-09-26,website
B030099,P01767,F0345,A058,Premium Economy,373.81,USD,2025-09-26,mobile_app
B030100,P00774,F0182,A023,Economy,94.32,EUR,2025-09-26,website
B030101,P00301,F0038,A056,Economy,142.23,EUR,2025-09-26,website
B030102,P02177,F0188,A047,Economy,82.21,EUR,2025-09-26,website
B030103,P00225,F0198,A004,Economy,166.44,USD,2025-09-26,website
B030104,P01902,F0025,A070,Economy,100.16,EUR,2025-09-26,mobile_app
B030105,P01727,F0069,A070,Economy,140.54,USD,2025-09-26,website
B030106,P00111,F0025,A070,Premium Economy,423.98,USD,2025-09-26,website
B030107,P01042,F0336,A038,Business,878.07,EUR,2025-09-26,call_center
B030108,P01102,F0024,A055,Economy,76.32,EUR,2025-09-26,travel_agency
B030109,P00367,F0291,A038,Economy,189.95,EUR,2025-09-26,website
B030110,P01425,F0228,A067,Economy,101.79,EUR,2025-09-26,mobile_app
B030111,P01497,F0181,A061,Economy,168.65,EUR,2025-09-26,mobile_app
B030112,P00031,F0208,A062,Business,696.45,USD,2025-09-26,travel_agency
B030113,P00847,F0113,A063,Premium Economy,462.83,GBP,2025-09-26,mobile_app
B030114,P00081,F0354,A050,Economy,105.66,GBP,2025-09-26,website
B030115,P01615,F0263,A068,Economy,187.89,USD,2025-09-26,mobile_app
B030116,P02061,F0231,A017,Economy,181.18,EUR,2025-09-26,mobile_app
B030117,P00067,F0182,A023,Economy,157.59,GBP,2025-09-26,website
B030118,P00246,F0215,A058,Economy,179.51,USD,2025-09-26,travel_agency
B030119,P01690,F0276,A059,Economy,83.38,USD,2025-09-26,website
B030120,P00365,F0107,A035,Economy,90.12,GBP,2025-09-26,website
B030121,P02133,F0162,A054,Economy,186.69,EUR,2025-09-26,website
B030122,P01409,F0107,A035,Economy,145.53,EUR,2025-09-26,website
B030123,P02051,F0168,A056,Economy,104.09,USD,2025-09-26,call_center
B030124,P00729,F0110,A035,Economy,190.49,USD,2025-09-26,travel_agency
B030125,P00685,F0093,A040,Economy,190.61,USD,2025-09-26,mobile_app
B030126,P02025,F0026,A068,Economy,152.82,EUR,2025-09-26,call_center
B030127,P01700,F0013,A078,Business,722.25,EUR,2025-09-26,website
B030128,P00600,F0229,A065,Premium Economy,183.83,USD,2025-09-26,mobile_app
B030129,P01348,F0058,A071,Economy,76.13,EUR,2025-09-26,mobile_app
B030130,P01501,F0187,A017,Economy,77.82,EUR,2025-09-26,mobile_app
